address,type,size,symbol,x-value
0x10246f88,float,4,__real@4010a3d7,2.259999990463257
0x10246f8c,float,4,__real@3fd47ae1,1.659999966621399
0x10246f90,float,4,__real@40600000,3.5
0x10246f94,float,4,__real@40851eb8,4.159999847412109
0x10246f98,float,4,__real@409947ae,4.789999961853027
0x10246f9c,float,4,__real@400851ec,2.130000114440918
0x10246fa0,float,4,__real@3fce147b,1.6100000143051147
0x10246fa4,float,4,__real@3f68f5c3,0.9100000262260437
0x10246fa8,float,4,__real@40eae148,7.340000152587891
0x10246fac,float,4,__real@411e6666,9.899999618530273
0x10246fb0,float,4,__real@4133851f,11.220000267028809
0x10246fb4,float,4,__real@41980000,19.0
0x10246fb8,float,4,__real@41700000,15.0
0x10246fbc,float,4,__real@3f28f5c3,0.6600000262260437
0x10246fc0,float,4,__real@3e333333,0.17499999701976776
0x10246fc4,float,4,__real@41380000,11.5
0x10246fc8,float,4,__real@408dc28f,4.429999828338623
0x10246fcc,float,4,__real@45ea6000,7500.0
0x10246fd0,float,4,__real@496a6000,960000.0
0x10246fe0,float,4,__real@d01502f9,-10000000000.0
0x10246fe4,float,4,__real@501502f9,10000000000.0
0x10247df0,float,4,__real@3d23d70a,0.03999999910593033
0x10247f70,float,8,__real@bff921fb54442d28,-1.5707963267949
0x10247f78,float,8,__real@3ff921fb54442d28,1.5707963267949
0x10247f80,float,4,__real@3f7fbe77,0.9990000128746033
0x10247f88,float,8,__real@3e45798ee2308c3a,1e-08
0x10247fa8,float,4,__real@3eb33333,0.3499999940395355
0x10248008,float,4,__real@3b23d70b,0.002500000176951289
0x10248060,float,8,__real@bfb999999999999a,-0.1
0x10248168,float,8,__real@4028000000000000,12.0
0x102481c0,float,4,__real@42200000,40.0
0x102481e8,float,4,__real@3f7ff2e5,0.9998000264167786
0x102481ec,float,4,__real@1e3ce508,9.999999682655225e-21
0x10248430,float,8,__real@3fecccccd5555555,0.9000000158945719
0x10249248,float,8,__real@4022000000000000,9.0
0x10249250,float,8,__real@406fe00000000000,255.0
0x102492e0,float,8,__real@3fc0000000000000,0.125
0x10249500,float,8,__real@bff8000000000000,-1.5
0x10249510,float,8,__real@c000000000000000,-2.0
0x10249528,float,8,__real@40dfffc000000000,32767.0
0x10249530,float,8,__real@4018000000000000,6.0
0x10249538,float,4,__real@437f0000,255.0
0x10249540,float,8,__real@3ff8000000000000,1.5
0x10249548,float,8,__real@4010000000000000,4.0
0x10249558,float,8,__real@4070000000000000,256.0
0x10249578,float,8,__real@400921fb54442d28,3.1415926535898
0x10249580,float,8,__real@bff0000000000000,-1.0
0x10249598,float,8,__real@3fefae147ae147ae,0.99
0x10249640,float,8,__real@3ff4000000000000,1.25
0x10249648,float,8,__real@3fe8000000000000,0.75
0x10249650,float,8,__real@3fb47ae147ae147b,0.08
0x10249658,float,8,__real@3f847ae147ae147b,0.01
0x10249660,float,8,__real@3fa999999999999a,0.05
0x10249670,float,8,__real@4066800000000000,180.0
0x10249680,float,4,__real@3f75be0b,0.9599310755729675
0x10249690,float,8,__real@401921fb54442d28,6.2831853071796
0x102496d0,float,8,__real@3feffffde7210c00,0.9999990000000025
0x10249a40,float,8,__real@4020000000000000,8.0
0x10249b88,float,8,__real@40f86a0000000000,100000.0
0x10249b90,float,8,__real@40d4f8b51eb851ec,21474.83
0x10249b98,float,8,__real@41dfffffffc00000,2147483647.0
0x10249e70,float,8,__real@3fd40346e0000000,0.3127000033855438
0x10249e78,float,8,__real@3fd50e5600000000,0.32899999618530273
0x10249e80,float,8,__real@3fe47ae140000000,0.6399999856948853
0x10249e88,float,8,__real@3fd51eb860000000,0.33000001311302185
0x10249e90,float,8,__real@3fd3333340000000,0.30000001192092896
0x10249e98,float,8,__real@3fe3333340000000,0.6000000238418579
0x10249ea0,float,8,__real@3fc3333340000000,0.15000000596046448
0x10249ea8,float,8,__real@3faeb851e0000000,0.05999999865889549
0x10249eb0,float,8,__real@3fdd1758e0000000,0.45454999804496765
0x1024b7f8,float,8,__real@40efffe000000000,65535.0
