address,size,type,symbol
0x100abb90,0x5d,library,??$setValue@VVector3@G3D@@@Property@Reflection@RBX@@QAEXABVVector3@G3D@@@Z
0x100abbf0,0x5d,library,??$setValue@VCoordinateFrame@G3D@@@Property@Reflection@RBX@@QAEXABVCoordinateFrame@G3D@@@Z
0x100abc50,0x5d,library,??$setValue@VColor3@G3D@@@Property@Reflection@RBX@@QAEXABVColor3@G3D@@@Z
0x100ad900,0x83,library,?toWorldSpace@CoordinateFrame@G3D@@QBE?AVVector4@2@ABV32@@Z
0x100ad990,0x4f,library,??HCoordinateFrame@G3D@@QBE?AV01@ABVVector3@1@@Z
0x100ad9e0,0x4f,library,??GCoordinateFrame@G3D@@QBE?AV01@ABVVector3@1@@Z
0x100adac0,0xca,library,?on_index@?$Bridge@VColor3@G3D@@$00@Lua@RBX@@KAHABVColor3@G3D@@PBDPAUlua_State@@@Z
0x100adbf0,0x81,library,??$getValue@VVector3@G3D@@@?$Bridge@VVector3@G3D@@$00@Lua@RBX@@SA_NPAUlua_State@@IAAVVector3@G3D@@@Z
0x100ae210,0x165,library,?on_index@?$Bridge@VVector3@G3D@@$00@Lua@RBX@@KAHABVVector3@G3D@@PBDPAUlua_State@@@Z
0x100af750,0x301,library,?on_index@?$Bridge@VCoordinateFrame@G3D@@$00@Lua@RBX@@KAHABVCoordinateFrame@G3D@@PBDPAUlua_State@@@Z
0x100afa60,0x8e,library,??$getValue@VCoordinateFrame@G3D@@@?$Bridge@VCoordinateFrame@G3D@@$00@Lua@RBX@@SA_NPAUlua_State@@IAAVCoordinateFrame@G3D@@@Z
0x100afbe0,0x96,library,??$pushNewObject@Vconnection@signals@boost@@@?$Bridge@Vconnection@signals@boost@@$00@Lua@RBX@@SAPAVconnection@signals@boost@@PAUlua_State@@V345@@Z
0x100afe50,0x1b,library,??$checked_delete@Vconnection@signals@boost@@@boost@@YAXPAVconnection@signals@0@@Z
0x100afee0,0xca,library,?on_index@?$Bridge@Vconnection@signals@boost@@$00@Lua@RBX@@KAHABVconnection@signals@boost@@PBDPAUlua_State@@@Z
0x100affb0,0x84,library,??$?0Vconnection@signals@boost@@@shared_count@detail@boost@@QAE@PAVconnection@signals@2@@Z
0x100b0040,0x1a,library,?dispose@?$sp_counted_impl_p@Vconnection@signals@boost@@@detail@boost@@UAEXXZ
0x100b00e0,0x9d,library,??$any_cast@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@boost@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAVany@0@@Z
0x100b0180,0x88,library,??$any_cast@I@boost@@YAIABVany@0@@Z
0x100b0350,0x88,library,??$any_cast@PBD@boost@@YAPBDABVany@0@@Z
0x100b1520,0x1b,library,??$checked_delete@Vmutex@boost@@@boost@@YAXPAVmutex@0@@Z
0x100b1540,0x84,library,??$?0Vmutex@boost@@@shared_count@detail@boost@@QAE@PAVmutex@2@@Z
0x100b15d0,0x1a,library,?dispose@?$sp_counted_impl_p@Vmutex@boost@@@detail@boost@@UAEXXZ
0x100b2420,0x8a,library,??$call@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@?$BoundFuncDesc@VItem@Stats@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ$0A@@Reflection@RBX@@ABEXPAVItem@Stats@2@AAVValue@12@@Z
0x100b3500,0x6,library,??1?$args1@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@H@detail@signals@boost@@QAE@XZ
0x100b8530,0x43,library,?add_block@?$simple_segregated_storage@I@boost@@QAEXQAXII@Z
0x100b8580,0x79,library,?malloc_need_resize@?$pool@Udefault_user_allocator_new_delete@boost@@@boost@@AAEPAXXZ
0x100b8600,0x37,library,?purge_memory@?$pool@Udefault_user_allocator_new_delete@boost@@@boost@@QAE_NXZ
0x100be770,0x52,library,?fromOriginAndDirection@Ray@G3D@@SA?AV12@ABVVector3@2@0@Z
0x100beaf0,0x7f,library,?xyxy@Rect2D@G3D@@SA?AV12@MMMM@Z
0x100c2500,0x91,library,?isFinite@G3D@@YA_NN@Z
0x100c25a0,0x42,library,?direction@Vector2@G3D@@QBE?AV12@XZ
0x100c2760,0x8,library,??1Face@Frustum@GCamera@G3D@@QAE@XZ
0x100c3280,0x45,library,??1?$Array@VFace@Frustum@GCamera@G3D@@@G3D@@QAE@XZ
0x100c3620,0x64,library,??1Frustum@GCamera@G3D@@QAE@XZ
0x100c7060,0x78,library,?corner@Rect2D@G3D@@QBE?AVVector2@2@H@Z
0x100d20a0,0x71,library,?_Xlen@?$vector@_NV?$allocator@_N@std@@@std@@IBEXXZ
0x100d2f30,0x30,library,??0?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QAE@ABV01@@Z
0x100d2f60,0x3b,library,?begin@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@XZ
0x100d2fa0,0xc6,library,?_Trim@?$vector@_NV?$allocator@_N@std@@@std@@IAEXI@Z
0x100d3070,0xcf,library,??Y?$_Vb_const_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QAEAAV01@H@Z
0x100d3140,0x48,library,?_Getptr@?$_Vb_reference@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QBEPAIXZ
0x100d3190,0x5a,library,??B?$_Vb_reference@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QBE_NXZ
0x100d31f0,0x49,library,?end@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@XZ
0x100d3240,0x66,library,??H?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QBE?AV01@H@Z
0x100d32b0,0x68,library,??G?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@QBE?AV01@H@Z
0x100d3320,0x1c1,library,??$_Copy_opt@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@Uforward_iterator_tag@2@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00Uforward_iterator_tag@0@U_Nonscalar_ptr_iterator_tag@0@U_Range_checked_iterator_tag@0@@Z
0x100d34f0,0x1bf,library,??$_Copy_backward_opt@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@Uforward_iterator_tag@2@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00Uforward_iterator_tag@0@U_Nonscalar_ptr_iterator_tag@0@U_Range_checked_iterator_tag@0@@Z
0x100d36b0,0x6f,library,??A?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_reference@V?$vector@_NV?$allocator@_N@std@@@std@@@1@I@Z
0x100d37b0,0x7c,library,?back@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_reference@V?$vector@_NV?$allocator@_N@std@@@std@@@2@XZ
0x100d3830,0xd5,library,??$_Copy_opt@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00Urandom_access_iterator_tag@0@U_Nonscalar_ptr_iterator_tag@0@U_Range_checked_iterator_tag@0@@Z
0x100d3910,0xed,library,??$_Fill@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@_N@std@@YAXV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@0AB_N@Z
0x100d3a00,0xd5,library,??$_Copy_backward_opt@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00Urandom_access_iterator_tag@0@U_Nonscalar_ptr_iterator_tag@0@U_Range_checked_iterator_tag@0@@Z
0x100d3ae0,0xa1,library,??$copy@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00@Z
0x100d3b90,0x64,library,??$fill@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@_N@std@@YAXV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@0AB_N@Z
0x100d3c00,0xa1,library,??$copy_backward@V?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@std@@V12@@std@@YA?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@0@V10@00@Z
0x100d3cb0,0x122,library,?erase@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@V32@0@Z
0x100d3de0,0xcf,library,?_Insert_x@?$vector@_NV?$allocator@_N@std@@@std@@IAEIV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@I@Z
0x100d3eb0,0xca,library,?_Insert_n@?$vector@_NV?$allocator@_N@std@@@std@@IAEXV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@I_N@Z
0x100d3f80,0x85,library,?resize@?$vector@_NV?$allocator@_N@std@@@std@@QAEXI_N@Z
0x100d4010,0xa1,library,?insert@?$vector@_NV?$allocator@_N@std@@@std@@QAE?AV?$_Vb_iterator@V?$vector@_NV?$allocator@_N@std@@@std@@@2@V32@_N@Z
0x100d4ed0,0x50,library,?realloc@?$Array@H@G3D@@AAEXH@Z
0x100d79c0,0x7,library,??1LineSegment@G3D@@UAE@XZ
0x100d79d0,0x48,library,?fromTwoPoints@LineSegment@G3D@@SA?AV12@ABVVector3@2@0@Z
0x100d7a20,0x1f,library,??_ELineSegment@G3D@@UAEPAXI@Z
0x100de790,0x6d,library,??0Line@G3D@@IAE@ABVVector3@1@0@Z
0x100de800,0x7,library,??1Line@G3D@@UAE@XZ
0x100de810,0x24,library,?fromPointAndDirection@Line@G3D@@SA?AV12@ABVVector3@2@0@Z
0x100de840,0x1f,library,??_ELine@G3D@@UAEPAXI@Z
0x100e2230,0x46,library,??$?RUconnection_slot_pair@detail@signals@boost@@@?$caller@V?$shared_ptr@VInstance@RBX@@@boost@@MV?$function@$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@ZV?$allocator@X@std@@@2@@?$call_bound2@X@detail@signals@boost@@QBE?AUunusable@234@ABUconnection_slot_pair@234@@Z
0x100e3c30,0x7,library,?getInOut@Feature@RBX@@QBE?AW4InOut@12@XZ
0x100e42e0,0x46,library,?_Lbound@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@EU?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@E@std@@@2@$0A@@std@@@std@@IBEPAU_Node@?$_Tree_nod@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@EU?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@E@std@@@2@$0A@@std@@@2@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@@Z
0x100e4f40,0xf3,library,?insert@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@std@@@2@$0A@@std@@@std@@QAE?AU?$pair@Viterator@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@std@@@2@$0A@@std@@@std@@_N@2@ABU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@2@@Z
0x100e50c0,0x206,library,?insert@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@std@@@2@$0A@@std@@@std@@QAE?AViterator@12@V312@ABU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@2@@Z
0x100e52d0,0xbb,library,??A?$map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@std@@@2@@std@@QAEAAPAVName@RBX@@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z
0x100e5400,0x34,library,??1?$map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PAVName@RBX@@@std@@@2@@std@@QAE@XZ
0x100e9af0,0x73,library,?unit@Ray@G3D@@QBE?AV12@XZ
0x100e9eb0,0x4b,library,?eps@G3D@@YANNN@Z
0x100e9f00,0x4b,library,?fuzzyEq@G3D@@YA_NNN@Z
0x100eef90,0x31,library,?getValue@?$BoundPropGetSet@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@@?$BoundProp@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$00@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@34@@Z
0x100ef190,0x82,library,??R?$function1@XV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$allocator@X@2@@boost@@QBEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z
0x100ef220,0x8d,library,??R?$function1@XVCoordinateFrame@G3D@@V?$allocator@X@std@@@boost@@QBEXVCoordinateFrame@G3D@@@Z
0x100ef2b0,0x71,library,??R?$function1@XVColor3@G3D@@V?$allocator@X@std@@@boost@@QBEXVColor3@G3D@@@Z
0x100ef380,0x2e,library,??$?RUconnection_slot_pair@detail@signals@boost@@@?$caller@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@?$call_bound1@X@detail@signals@boost@@QBE?AUunusable@234@ABUconnection_slot_pair@234@@Z
0x100ef3b0,0x43,library,??$?RUconnection_slot_pair@detail@signals@boost@@@?$caller@VCoordinateFrame@G3D@@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@?$call_bound1@X@detail@signals@boost@@QBE?AUunusable@234@ABUconnection_slot_pair@234@@Z
0x100ef400,0x5f,library,??0?$holder@V?$function@$$A6AXH@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXH@ZV?$allocator@X@std@@@2@@Z
0x100ef460,0x6,library,?type@?$holder@V?$function@$$A6AXH@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100ef470,0x60,library,?clone@?$holder@V?$function@$$A6AXH@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100ef560,0x59,library,??$?0V?$function@$$A6AXH@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXH@ZV?$allocator@X@std@@@1@@Z
0x100ef5c0,0x113,library,?connect@?$signal1@XHU?$last_value@X@boost@@HU?$less@H@std@@V?$function@$$A6AXH@ZV?$allocator@X@std@@@2@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXH@ZV?$allocator@X@std@@@boost@@@2@W4connect_position@42@@Z
0x100ef720,0x5f,library,??0?$holder@V?$function@$$A6AXN@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXN@ZV?$allocator@X@std@@@2@@Z
0x100ef780,0x6,library,?type@?$holder@V?$function@$$A6AXN@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100ef790,0x60,library,?clone@?$holder@V?$function@$$A6AXN@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100ef880,0x59,library,??$?0V?$function@$$A6AXN@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXN@ZV?$allocator@X@std@@@1@@Z
0x100ef8e0,0x113,library,?connect@?$signal1@XNU?$last_value@X@boost@@HU?$less@H@std@@V?$function@$$A6AXN@ZV?$allocator@X@std@@@2@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXN@ZV?$allocator@X@std@@@boost@@@2@W4connect_position@42@@Z
0x100efa90,0x5f,library,??0?$holder@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@2@@Z
0x100efaf0,0x6,library,?type@?$holder@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100efb00,0x60,library,?clone@?$holder@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100efb60,0x88,library,?manager@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@CAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@U?$bool_@$00@mpl@4@@Z
0x100efbf0,0x59,library,??$?0V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@1@@Z
0x100efc50,0x113,library,?connect@?$signal1@XV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$last_value@X@boost@@HU?$less@H@2@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@4@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZV?$allocator@X@2@@boost@@@2@W4connect_position@42@@Z
0x100efd70,0x32,library,?manage@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@SAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@@Z
0x100efdb0,0x5f,library,??0?$holder@V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@2@@Z
0x100efe10,0x6,library,?type@?$holder@V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100efe20,0x60,library,?clone@?$holder@V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100efe80,0x88,library,?manager@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVVector3@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@CAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@U?$bool_@$00@mpl@4@@Z
0x100eff10,0x59,library,??$?0V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@1@@Z
0x100eff70,0x113,library,?connect@?$signal1@XVVector3@G3D@@U?$last_value@X@boost@@HU?$less@H@std@@V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@4@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXVVector3@G3D@@@ZV?$allocator@X@std@@@boost@@@2@W4connect_position@42@@Z
0x100f0090,0x32,library,?manage@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVVector3@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@SAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@@Z
0x100f0130,0x5f,library,??0?$holder@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@2@@Z
0x100f0190,0x6,library,?type@?$holder@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100f01a0,0x60,library,?clone@?$holder@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100f0200,0x88,library,?manager@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVCoordinateFrame@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@CAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@U?$bool_@$00@mpl@4@@Z
0x100f0290,0x59,library,??$?0V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@1@@Z
0x100f02f0,0x113,library,?connect@?$signal1@XVCoordinateFrame@G3D@@U?$last_value@X@boost@@HU?$less@H@std@@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@4@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXVCoordinateFrame@G3D@@@ZV?$allocator@X@std@@@boost@@@2@W4connect_position@42@@Z
0x100f0410,0x32,library,?manage@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVCoordinateFrame@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@SAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@@Z
0x100f0450,0x5f,library,??0?$holder@V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@2@@Z
0x100f04b0,0x6,library,?type@?$holder@V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEABVtype_info@@XZ
0x100f04c0,0x60,library,?clone@?$holder@V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@UBEPAVplaceholder@23@XZ
0x100f0520,0x88,library,?manager@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVColor3@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@CAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@U?$bool_@$00@mpl@4@@Z
0x100f05b0,0x59,library,??$?0V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@boost@@@any@boost@@QAE@ABV?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@1@@Z
0x100f0610,0x113,library,?connect@?$signal1@XVColor3@G3D@@U?$last_value@X@boost@@HU?$less@H@std@@V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@4@@boost@@QAE?AVconnection@signals@2@ABV?$slot@V?$function@$$A6AXVColor3@G3D@@@ZV?$allocator@X@std@@@boost@@@2@W4connect_position@42@@Z
0x100f0730,0x32,library,?manage@?$functor_manager@VGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVColor3@G3D@@@Z@Reflection@RBX@@V?$allocator@X@std@@@function@detail@boost@@SAXABTfunction_buffer@234@AAT5234@W4functor_manager_operation_type@234@@Z
0x100f1190,0x50,library,??1?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@MAE@XZ
0x100f11e0,0x57,library,??0?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@IAE@XZ
0x100f1240,0x1f,library,??_E?$DescribedCreatable@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@UAEPAXI@Z
0x100f1290,0x5,library,??1?$DescribedCreatable@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@UAE@XZ
0x100f12a0,0x84,library,??$?0PAV?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@1@@shared_count@detail@boost@@QAE@PAV?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@4@@Z
0x100f1330,0xab,library,??$?0V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@1@@?$shared_ptr@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@@boost@@QAE@PAV?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VDeleter@?$Creatable@VInstance@RBX@@@3@@Z
