address,size,type,symbol
0x100165c0,0x3a,library,?ReleaseEntry@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEKQAU__CACHEITEM@2@@Z
0x10016600,0xc6,library,?RemoveEntry@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJQAU__CACHEITEM@2@@Z
0x100166d0,0x4e,library,?FlushEntries@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10016720,0x32,library,?CanAddEntry@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@IAE_NK@Z
0x10016760,0x5c,library,??0?$CComObjectGlobal@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@@ATL@@QAE@PAX@Z
0x100167c0,0xd1,library,??1?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@QAE@XZ
0x100168a0,0x230,library,?AddEntry@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJABV?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@ABQAXKPAPAU__CACHEITEM@2@@Z
0x10016ad0,0xae,library,?LookupEntry@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJABV?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@PAPAU__CACHEITEM@2@@Z
0x10016b80,0x3d,library,?ReleaseEntry@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEKQAU__CACHEITEM@2@@Z
0x10016bc0,0xc4,library,?RemoveEntry@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJQAU__CACHEITEM@2@@Z
0x10016c90,0x4e,library,?FlushEntries@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10016ce0,0xa1,library,?RemoveAllEntries@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10016d90,0xb0,library,?Add@?$CSimpleArray@UServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@ATL@@VCServiceEqualHelper@23@@ATL@@QAEHABUServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@2@@Z
0x10016e40,0x4d,library,?RemoveAt@?$CSimpleArray@UServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@ATL@@VCServiceEqualHelper@23@@ATL@@QAEHH@Z
0x10016e90,0x24,library,??A?$CSimpleArray@UServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@ATL@@VCServiceEqualHelper@23@@ATL@@QAEAAUServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@1@H@Z
0x10016ec0,0x61,library,?Find@?$CSimpleArray@UServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@ATL@@VCServiceEqualHelper@23@@ATL@@QBEHABUServiceNode@?$CIsapiExtension@V?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@VCNoRequestStats@2@UCDefaultErrorProvider@2@VCRTThreadTraits@2@VCNoStatClass@2@V62@@2@@Z
0x10017370,0x11,library,?AddRef@?$CComObjectNoLock@VCCacheServerContext@ATL@@@ATL@@UAGKXZ
0x10017390,0x2c,library,?Release@?$CComObjectNoLock@VCCacheServerContext@ATL@@@ATL@@UAGKXZ
0x100173c0,0x1d,library,?QueryInterface@?$CComObjectNoLock@VCCacheServerContext@ATL@@@ATL@@UAGJABU_GUID@@PAPAX@Z
0x100173e0,0x8,library,??1?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAE@XZ
0x100174e0,0x32,library,??_E?$CComObjectNoLock@VCCacheServerContext@ATL@@@ATL@@UAEPAXI@Z
0x10017590,0x71,library,?Add@?$CSimpleMap@KPAXV?$CSimpleMapEqualHelper@KPAX@ATL@@@ATL@@QAEHABKABQAX@Z
0x10017610,0xb5,library,?RemoveAt@?$CSimpleMap@KPAXV?$CSimpleMapEqualHelper@KPAX@ATL@@@ATL@@QAEHH@Z
0x100176d0,0x45,library,?RemoveAt@?$CSimpleArray@PAXV?$CSimpleArrayEqualHelper@PAX@ATL@@@ATL@@QAEHH@Z
0x10017880,0x5a,library,?initialize@?$token_iterator@V?$char_separator@DU?$char_traits@D@std@@@boost@@V?$_String_const_iterator@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@4@@boost@@AAEXXZ
0x100178e0,0xb0,library,?_Copy@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@std@@IAEPAU_Node@?$_Tree_nod@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@2@PAU342@0@Z
0x10017990,0x46,library,?_Lbound@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@std@@IBEPAU_Node@?$_Tree_nod@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@2@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@@Z
0x100179e0,0xc6,library,?_Buynode@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@std@@IAEPAU_Node@?$_Tree_nod@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@2@PAU342@00ABU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@2@D@Z
0x10017ab0,0x45,library,?Refresh@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@IAEJXZ
0x10017b00,0xe2,library,?AddHandle@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@QAEJPAXPAUIWorkerThreadClient@2@K@Z
0x10017bf0,0x9e,library,?RemoveAllClients@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@IAEXXZ
0x10017c90,0x6b,library,?_WorkerThreadProc@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@KGKPAV12@@Z
0x10017d00,0x47,library,?RemoveAt@?$CSimpleArray@UWorkerClientEntry@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@V?$CSimpleArrayEqualHelperFalse@UWorkerClientEntry@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@@3@@ATL@@QAEHH@Z
0x10017d50,0xe,library,?WorkerThreadProc@?$CThreadPool@VCIsapiWorker@ATL@@VCRTThreadTraits@2@VWin32WaitTraits@2@@ATL@@KGKPAX@Z
0x10017d60,0x79,library,??0?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAE@XZ
0x10017de0,0xc9,library,?CullEntries@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10017eb0,0xa1,library,?RemoveAllEntries@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10017f60,0xd3,library,?RemoveAt@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@IAEJPAU__POSITION@@H@Z
0x10018040,0x3c,library,?InternalRemoveEntry@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@IAEJPAUNodeType@12@@Z
0x10018080,0xe0,library,??0?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@QAE@XZ
0x10018160,0xc9,library,?CullEntries@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEJXZ
0x10018230,0xc5,library,?RemoveAt@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@IAEJPAU__POSITION@@H@Z
0x10018300,0x3f,library,?InternalRemoveEntry@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@IAEJPAUNodeType@12@@Z
0x10018340,0x63,library,?_Inc@const_iterator@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@std@@QAEXXZ
0x10018750,0x14,library,??1?$CAutoPtr@UNodeType@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@@ATL@@QAE@XZ
0x10018770,0x12,library,??1?$CAutoPtr@UNodeType@?$CMemoryCacheBase@V?$CStencilCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCComCriticalSection@2@VCOldFlusher@2@VCLifetimeCuller@2@@ATL@@PAXUCCacheDataEx@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraitsI@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@V?$CDefaultCharTraits@D@2@@2@VCOldFlusher@2@VCLifetimeCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@@ATL@@QAE@XZ
0x10018790,0x56,library,??_GNodeType@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@ATL@@QAEPAXI@Z
0x100187f0,0x6f,library,?Add@?$CSimpleArray@PAXV?$CSimpleArrayEqualHelper@PAX@ATL@@@ATL@@QAEHABQAX@Z
0x100188c0,0x37,library,?_Buynode@?$_Tree@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@std@@IAEPAU_Node@?$_Tree_nod@V?$_Tmap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UJob@CWebService@Roblox@@@std@@@2@$0A@@std@@@2@XZ
0x10018900,0x113,library,?WorkerThreadProc@?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@IAEKXZ
