address,type,x-text
0x10249bb0,string,Limiting gamma to 21474.83
0x10249bcc,string,Setting negative gamma to zero
0x10249bec,string,Insufficient memory for hIST chunk data.
0x10249c18,string,"Palette size 0, hIST allocation skipped."
0x10249c44,string,Invalid filter method in IHDR
0x10249c64,string,Unknown filter method in IHDR
0x10249c84,string,Unknown compression method in IHDR
0x10249ca8,string,Unknown interlace method in IHDR
0x10249ccc,string,Invalid color type/bit depth combination in IHDR
0x10249d00,string,Invalid color type in IHDR
0x10249d1c,string,Invalid bit depth in IHDR
0x10249d38,string,Width is too large for libpng to process pixels
0x10249d68,string,Invalid image size in IHDR
0x10249d84,string,image size exceeds user limits in IHDR
0x10249dac,string,Image width or height is zero in IHDR
0x10249dd4,string,Insufficient memory for pCAL parameter.
0x10249dfc,string,Insufficient memory for pCAL params.
0x10249e24,string,Insufficient memory for pCAL units.
0x10249e48,string,Insufficient memory for pCAL purpose.
0x10249eb8,string,Insufficient memory to process iCCP profile.
0x10249ee8,string,Insufficient memory to process iCCP chunk.
0x10249f14,string,iTXt chunk not supported.
0x10249f30,string,No memory for sPLT palettes.
0x10249f50,string,Out of memory processing unknown chunk.
0x10249f78,string,Out of memory while processing unknown chunk.
0x10249fa8,string,Call to NULL write function
0x10249fc4,string,Write Error
0x10249fd0,string,the same structure.  Resetting read_data_fn to NULL.
0x1024a008,string,Attempted to set both read_data_fn and write_data_fn in
0x1024a1dc,string,Potential overflow in png_zalloc()
0x1024a200,string,Application transferred too many scanlines
0x1024a22c,string,Invalid SOS parameters for sequential JPEG
0x1024a258,string,Corrupt JPEG data: found marker 0x%02x instead of RST%d
0x1024a290,string,Premature end of JPEG file
0x1024a2ac,string,Warning: unknown JFIF revision number %d.%02d
0x1024a2dc,string,Corrupt JPEG data: bad Huffman code
0x1024a300,string,Corrupt JPEG data: premature end of data segment
0x1024a334,string,Corrupt JPEG data: %u extraneous bytes before marker 0x%02x
0x1024a370,string,Inconsistent progression sequence for component %d coefficient %d
0x1024a3b4,string,Unknown Adobe color transform code %d
0x1024a3dc,string,Obtained XMS handle %u
0x1024a3f4,string,Freed XMS handle %u
0x1024a408,string,"Unrecognized component IDs %d %d %d, assuming YCbCr"
0x1024a43c,string,"JFIF extension marker: RGB thumbnail image, length %u"
0x1024a474,string,"JFIF extension marker: palette thumbnail image, length %u"
0x1024a4b0,string,"JFIF extension marker: JPEG-compressed thumbnail image, length %u"
0x1024a4f4,string,Opened temporary file %s
0x1024a510,string,Closed temporary file %s
0x1024a52c,string,"Ss=%d, Se=%d, Ah=%d, Al=%d"
0x1024a54c,string,Component %d: dc=%d ac=%d
0x1024a56c,string,Start Of Scan: %d components
0x1024a58c,string,Start of Image
0x1024a59c,string,Component %d: %dhx%dv q=%d
0x1024a5bc,string,"Start Of Frame 0x%02x: width=%u, height=%u, components=%d"
0x1024a5f8,string,Smoothing not supported with nonstandard sampling ratios
0x1024a634,string,RST%d
0x1024a63c,string,"At marker 0x%02x, recovery action %d"
0x1024a664,string,Selected %d colors for quantization
0x1024a688,string,Quantizing to %d colors
0x1024a6a0,string,Quantizing to %d = %d*%d*%d colors
0x1024a6c4,string,%4u %4u %4u %4u %4u %4u %4u %4u
0x1024a6ec,string,Unexpected marker 0x%02x
0x1024a708,string,"Miscellaneous marker 0x%02x, length %u"
0x1024a730,string,with %d x %d thumbnail image
0x1024a754,string,"JFIF extension marker: type 0x%02x, length %u"
0x1024a784,string,Warning: thumbnail image size does not match data length %u
0x1024a7c0,string,"JFIF APP0 marker: version %d.%02d, density %dx%d  %d"
0x1024a7f8,string,%3d %3d %3d %3d %3d %3d %3d %3d
0x1024a820,string,End Of Image
0x1024a830,string,Obtained EMS handle %u
0x1024a848,string,Freed EMS handle %u
0x1024a85c,string,Define Restart Interval %u
0x1024a878,string,Define Quantization Table %d  precision %d
0x1024a8a4,string,Define Huffman Table 0x%02x
0x1024a8c0,string,Define Arithmetic Table 0x%02x: 0x%02x
0x1024a8e8,string,"Unknown APP14 marker (not Adobe), length %u"
0x1024a914,string,"Unknown APP0 marker (not JFIF), length %u"
0x1024a940,string,"Adobe APP14 marker: version %d, flags 0x%04x 0x%04x, transform %d"
0x1024a984,string,Caution: quantization tables are too coarse for baseline JPEG
0x1024a9c4,string,6b  27-Mar-1998
0x1024a9d4,string,"Copyright (C) 1998, Thomas G. Lane"
0x1024a9f8,string,Write to XMS failed
0x1024aa0c,string,Read from XMS failed
0x1024aa24,string,Image too wide for this implementation
0x1024aa4c,string,Virtual array controller messed up
0x1024aa70,string,Unsupported marker type 0x%02x
0x1024aa90,string,Application transferred too few scanlines
0x1024aabc,string,Write failed on temporary file --- out of disk space?
0x1024aaf4,string,Seek failed on temporary file
0x1024ab14,string,Read failed on temporary file
0x1024ab34,string,Failed to create temporary file %s
0x1024ab58,string,Invalid JPEG file structure: SOS before SOF
0x1024ab84,string,Invalid JPEG file structure: two SOI markers
0x1024abb4,string,Unsupported JPEG process: SOF type 0x%02x
0x1024abe0,string,Invalid JPEG file structure: missing SOS marker
0x1024ac10,string,Invalid JPEG file structure: two SOF markers
0x1024ac40,string,Cannot quantize to more than %d colors
0x1024ac68,string,Cannot quantize to fewer than %d colors
0x1024ac90,string,Cannot quantize more than %d color components
0x1024acc0,string,Insufficient memory (case %d)
0x1024ace0,string,Not a JPEG file: starts with 0x%02x 0x%02x
0x1024ad0c,string,Quantization table 0x%02x was not defined
0x1024ad38,string,JPEG datastream contains no image
0x1024ad5c,string,Huffman table 0x%02x was not defined
0x1024ad84,string,Backing store not supported
0x1024ada0,string,Requested feature was omitted at compile time
0x1024add0,string,Not implemented yet
0x1024ade4,string,Invalid color quantization mode change
0x1024ae0c,string,Scan script does not transmit all data
0x1024ae34,string,Cannot transcode due to multiple use of quantization table %d
0x1024ae74,string,Premature end of input file
0x1024ae90,string,Empty input file
0x1024aea4,string,Maximum supported image dimension is %u pixels
0x1024aed4,string,Missing Huffman code table entry
0x1024aef8,string,Huffman code size table overflow
0x1024af1c,string,Fractional sampling not implemented yet
0x1024af44,string,Output file write error --- out of disk space?
0x1024af74,string,Input file read error
0x1024af8c,string,Didn't expect more than one scan
0x1024afb0,string,Write to EMS failed
0x1024afc4,string,Read from EMS failed
0x1024afdc,string,Empty JPEG image (DNL not supported)
0x1024b004,string,Bogus DQT index %d
0x1024b018,string,Bogus DHT index %d
0x1024b02c,string,Bogus DAC value 0x%x
0x1024b044,string,Bogus DAC index %d
0x1024b058,string,Unsupported color conversion request
0x1024b080,string,"Too many color components: %d, max %d"
0x1024b0a8,string,CCIR601 sampling not implemented yet
0x1024b0d0,string,Suspension not allowed here
0x1024b0ec,string,Buffer passed to JPEG library is too small
0x1024b118,string,Bogus virtual array access
0x1024b138,string,"JPEG parameter struct mismatch: library thinks size is %u, caller expe"
0x1024b188,string,Improper call to JPEG library in state %d
0x1024b1b4,string,Invalid scan script at entry %d
0x1024b1d4,string,Bogus sampling factors
0x1024b1ec,string,Invalid progressive parameters at scan script entry %d
0x1024b224,string,Invalid progressive parameters Ss=%d Se=%d Ah=%d Al=%d
0x1024b25c,string,Unsupported JPEG data precision %d
0x1024b280,string,Invalid memory pool code %d
0x1024b29c,string,Sampling factors too large for interleaved scan
0x1024b2cc,string,"Wrong JPEG library version: library is %d, caller expects %d"
0x1024b30c,string,Bogus marker length
0x1024b320,string,Bogus JPEG colorspace
0x1024b338,string,Bogus input colorspace
0x1024b350,string,Bogus Huffman table definition
0x1024b370,string,IDCT output block size %d not supported
0x1024b398,string,DCT coefficient out of range
0x1024b3b8,string,Invalid component ID %d in SOS
0x1024b3d8,string,Bogus buffer control mode
0x1024b3f4,string,"MAX_ALLOC_CHUNK is wrong, please fix"
0x1024b41c,string,"ALIGN_TYPE is wrong, please fix"
0x1024b43c,string,"Sorry, there are legal restrictions on arithmetic coding"
0x1024b478,string,Bogus message code %d
0x1024b684,string,Unknown zlib error
0x1024b698,string,zlib version error
0x1024b6ac,string,zlib memory error
0x1024b6c0,string,Missing PLTE before IDAT
0x1024b6dc,string,Missing IHDR before IDAT
0x1024b6f8,string,PNG file corrupted by ASCII conversion
0x1024b720,string,Not a PNG file
0x1024b730,string,Ignoring extra png_read_update_info() call; row buffer not reallocated
0x1024b778,string,Extra compressed data
0x1024b790,string,Decompression error
0x1024b7a4,string,Not enough image data
0x1024b7bc,string,Invalid attempt to read row data
0x1024b7e0,string,Too many IDAT's found
0x1024b810,string,png_do_dither returned rowbytes=0
0x1024b834,string,png_do_rgb_to_gray found nongray pixel
0x1024b85c,string,"NULL row buffer for row %ld, pass %d"
0x1024b884,string,Width too large for libpng to process image data.
0x1024b8b8,string,Invalid image height
0x1024b8d0,string,Invalid image width
0x1024b8e4,string,Invalid color type
0x1024b8f8,string,Invalid bit depth
0x1024b90c,string,Call to NULL read function
0x1024b928,string,Read Error
0x1024b934,string,same structure.  Resetting write_data_fn to NULL.
0x1024b968,string,It's an error to set both read_data_fn and write_data_fn in the
0x1024bd80,string,%lg
0x1024bd84,string,%x
0x1024bd88,string,-1.#INF00
0x1024bd94,string,1.#INF00
0x1024bda0,string,-1.#IND00
0x1024bdb4,string,%s(%d) :
0x1024bdc0,string,Token::END
0x1024bdcc,string,Token::NUMBER
0x1024bddc,string,Token::STRING
0x1024bdec,string,Token::SYMBOL
0x1024bdfc,string,"Expected token of type %s, found type %s."
0x1024be38,string,"Expected symbol '%s', found symbol '%s'."
0x1024be6c,string,Incorrect floating-point special (inf ornan) format.
0x1024bea4,string,#IN
0x1024bea8,string,Incorrect floating-point special (inf or nan) format.
0x1024bee0,string,-
0x1024bee4,string,...'
0x1024beec,string,+
0x1024c478,string,Unable to create a temporary file; robustTmpfile returning NULL
0x1024c4bc,string,tmp%d
0x1024c4c4,string,c:/temp
0x1024c4cc,string,/tmp
0x1024c4d4,string,%s/tmp%d
0x1024c4e0,string,c:/tmp
0x1024c4e8,string,./
0x1024c4ec,string,c:/temp/
0x1024c4f8,string,c:/tmp/
0x1024c500,string,t
0x1024c504,string,w+
0x1024c508,string,Unknown compression type %d
0x1024c524,string,Ignoring request to write a PLTE chunk in grayscale PNG
0x1024c55c,string,Invalid number of colors in palette
0x1024c580,string,Invalid number of histogram entries specified
0x1024c5b0,string,zero length keyword
0x1024c5c4,string,keyword length must be 1 - 79 characters
0x1024c5f0,string,Zero length keyword
0x1024c604,string,extra interior spaces removed from keyword
0x1024c630,string,leading spaces removed from keyword
0x1024c654,string,trailing spaces removed from keyword
0x1024c67c,string,invalid keyword character 0x%02X
0x1024c6a0,string,Out of memory while procesing keyword
0x1024c6c8,string,Empty keyword in tEXt chunk
0x1024c6e4,string,Empty keyword in zTXt chunk
0x1024c700,string,Unrecognized equation type for pCAL chunk
0x1024c72c,string,%12.12e
0x1024c734,string,Invalid interlace type specified
0x1024c758,string,Invalid filter type specified
0x1024c778,string,Invalid compression type specified
0x1024c79c,string,Invalid image color type specified
0x1024c7c0,string,Invalid bit depth for RGBA image
0x1024c7e4,string,Invalid bit depth for grayscale+alpha image
0x1024c810,string,Invalid bit depth for paletted image
0x1024c838,string,Invalid bit depth for RGB image
0x1024c858,string,Invalid bit depth for grayscale image
0x1024c880,string,Invalid zlib compression method or flags in IDAT
0x1024c8b4,string,Invalid sRGB rendering intent specified
0x1024c8dc,string,Empty keyword in iCCP chunk
0x1024c8f8,string,Unknown compression type in iCCP chunk
0x1024c920,string,Empty keyword in sPLT chunk
0x1024c93c,string,Invalid sBIT depth specified
0x1024c95c,string,"white_x=%f, white_y=%f"
0x1024c974,string,Invalid cHRM white point specified
0x1024c998,string,Invalid cHRM red point specified
0x1024c9bc,string,Invalid cHRM green point specified
0x1024c9e0,string,Invalid cHRM blue point specified
0x1024ca10,string,Can't write tRNS with an alpha channel
0x1024ca38,string,Ignoring attempt to write 16-bit tRNS chunk when bit_depth is 8
0x1024ca78,string,Ignoring attempt to write tRNS chunk out-of-range for bit_depth
0x1024cab8,string,Invalid number of transparent colors specified
0x1024cae8,string,Ignoring attempt to write bKGD chunk out-of-range for bit_depth
0x1024cb28,string,Ignoring attempt to write 16-bit bKGD chunk when bit_depth is 8
0x1024cb68,string,Invalid background palette index
0x1024cb8c,string,Unrecognized unit type for oFFs chunk
0x1024cbb4,string,Unrecognized unit type for pHYs chunk
0x1024cbdc,string,Invalid time specified for tIME chunk
0x1024cc14,string,libpng error: %s
0x1024cc28,string,"libpng error: %s, offset=%d"
0x1024cc48,string,libpng error no. %s: %s
0x1024cc64,string,libpng warning: %s
0x1024cc78,string,libpng warning no. %s: %s
0x1024cc94,string,Out of Memory!
0x1024ccb4,string,%ld%c
0x1024ccbc,string,JPEGMEM
0x1024ccc4,string,Unknown zTXt compression type %d
0x1024cce8,string,Not enough memory for text.
0x1024cd04,string,Incomplete compressed datastream in %s chunk
0x1024cd34,string,Data error in compressed datastream in %s chunk
0x1024cd64,string,Buffer error in compressed datastream in %s chunk
0x1024cd98,string,Not enough memory to decompress chunk
0x1024cdc0,string,Not enough memory to decompress chunk..
0x1024cde8,string,Not enough memory to decompress chunk.
0x1024ce10,string,invalid chunk type
0x1024ce24,string,Ignoring bad adaptive filter type
0x1024ce48,string,Row has too many bytes to allocate in memory.
0x1024ce78,string,PNG unsigned integer out of range.
0x1024ce9c,string,CRC error
0x1024cea8,string,Invalid IHDR chunk
0x1024cebc,string,Out of place IHDR
0x1024ced0,string,Truncating incorrect info tRNS chunk length
0x1024cefc,string,Truncating incorrect tRNS chunk length
0x1024cf24,string,Invalid palette chunk
0x1024cf3c,string,Ignoring PLTE chunk in grayscale PNG
0x1024cf64,string,Duplicate PLTE chunk
0x1024cf7c,string,Invalid PLTE after IDAT
0x1024cf94,string,Missing IHDR before PLTE
0x1024cfb0,string,Incorrect IEND chunk length
0x1024cfcc,string,No image in file
0x1024cfe0,string,gamma = (%d/100000)
0x1024cff8,string,Ignoring incorrect gAMA value when sRGB is also present
0x1024d030,string,Ignoring gAMA chunk with gamma=0
0x1024d054,string,Incorrect gAMA chunk length
0x1024d070,string,Duplicate gAMA chunk
0x1024d088,string,Out of place gAMA chunk
0x1024d0a0,string,Invalid gAMA after IDAT
0x1024d0b8,string,Missing IHDR before gAMA
0x1024d0d4,string,Incorrect sBIT chunk length
0x1024d0f0,string,Duplicate sBIT chunk
0x1024d108,string,Out of place sBIT chunk
0x1024d120,string,Invalid sBIT after IDAT
0x1024d138,string,Missing IHDR before sBIT
0x1024d154,string,Invalid cHRM white point
0x1024d170,string,Invalid cHRM red point
0x1024d188,string,Invalid cHRM green point
0x1024d1a4,string,Invalid cHRM blue point
0x1024d1bc,string,"gx=%f, gy=%f, bx=%f, by=%f"
0x1024d1d8,string,"wx=%f, wy=%f, rx=%f, ry=%f"
0x1024d1f4,string,Ignoring incorrect cHRM value when sRGB is also present
0x1024d22c,string,Incorrect cHRM chunk length
0x1024d248,string,Duplicate cHRM chunk
0x1024d260,string,Missing PLTE before cHRM
0x1024d27c,string,Invalid cHRM after IDAT
0x1024d294,string,Missing IHDR before cHRM
0x1024d2b0,string,incorrect gamma=(%d/100000)
0x1024d2d0,string,Unknown sRGB intent
0x1024d2e4,string,Incorrect sRGB chunk length
0x1024d300,string,Duplicate sRGB chunk
0x1024d318,string,Out of place sRGB chunk
0x1024d330,string,Invalid sRGB after IDAT
0x1024d348,string,Missing IHDR before sRGB
0x1024d364,string,Profile size field missing from iCCP chunk
0x1024d390,string,Ignoring truncated iCCP profile.
0x1024d3b4,string,Ignoring nonzero compression type in iCCP chunk
0x1024d3e4,string,Malformed iCCP chunk
0x1024d3fc,string,Duplicate iCCP chunk
0x1024d414,string,Out of place iCCP chunk
0x1024d42c,string,Invalid iCCP after IDAT
0x1024d444,string,Missing IHDR before iCCP
0x1024d460,string,sPLT chunk requires too much memory
0x1024d484,string,sPLT chunk too long
0x1024d498,string,sPLT chunk has bad length
0x1024d4b4,string,malformed sPLT chunk
0x1024d4cc,string,Invalid sPLT after IDAT
0x1024d4e4,string,Missing IHDR before sPLT
0x1024d500,string,tRNS chunk not allowed with alpha channel
0x1024d52c,string,Zero length tRNS chunk
0x1024d544,string,Missing PLTE before tRNS
0x1024d560,string,Duplicate tRNS chunk
0x1024d578,string,Invalid tRNS after IDAT
0x1024d590,string,Incorrect tRNS chunk length
0x1024d5ac,string,Missing IHDR before tRNS
0x1024d5c8,string,Incorrect bKGD chunk index value
0x1024d5ec,string,Incorrect bKGD chunk length
0x1024d608,string,Duplicate bKGD chunk
0x1024d620,string,Missing PLTE before bKGD
0x1024d63c,string,Invalid bKGD after IDAT
0x1024d654,string,Missing IHDR before bKGD
0x1024d670,string,Incorrect hIST chunk length
0x1024d68c,string,Duplicate hIST chunk
0x1024d6a4,string,Missing PLTE before hIST
0x1024d6c0,string,Invalid hIST after IDAT
0x1024d6d8,string,Missing IHDR before hIST
0x1024d6f4,string,Duplicate pHYs chunk
0x1024d70c,string,Invalid pHYs after IDAT
0x1024d724,string,Incorrect pHYs chunk length
0x1024d740,string,Missing IHDR before pHYs
0x1024d75c,string,Duplicate oFFs chunk
0x1024d774,string,Invalid oFFs after IDAT
0x1024d78c,string,Incorrect oFFs chunk length
0x1024d7a8,string,Missing IHDR before oFFs
0x1024d7c4,string,No memory for pCAL params.
0x1024d7e0,string,Invalid pCAL parameters for equation type
0x1024d80c,string,Invalid pCAL data
0x1024d820,string,Duplicate pCAL chunk
0x1024d838,string,Invalid pCAL after IDAT
0x1024d850,string,No memory for pCAL purpose.
0x1024d86c,string,Missing IHDR before pCAL
0x1024d888,string,Invalid sCAL data
0x1024d89c,string,malformed height string in sCAL chunk
0x1024d8c4,string,malformed width string in sCAL chunk
0x1024d8ec,string,Duplicate sCAL chunk
0x1024d904,string,Invalid sCAL after IDAT
0x1024d91c,string,Out of memory while processing sCAL chunk
0x1024d948,string,Missing IHDR before sCAL
0x1024d964,string,Duplicate tIME chunk
0x1024d97c,string,Incorrect tIME chunk length
0x1024d998,string,Out of place tIME chunk
0x1024d9b0,string,Insufficient memory to process text chunk.
0x1024d9dc,string,Not enough memory to process text chunk.
0x1024da08,string,No memory to process text chunk.
0x1024da2c,string,Missing IHDR before tEXt
0x1024da48,string,Insufficient memory to store zTXt chunk.
0x1024da74,string,Not enough memory to process zTXt chunk.
0x1024daa0,string,Unknown compression type in zTXt chunk
0x1024dac8,string,Zero length zTXt chunk
0x1024dae0,string,Out of memory processing zTXt chunk.
0x1024db08,string,Missing IHDR before zTXt
0x1024db24,string,unknown critical chunk
0x1024db3c,string,Extra compression data
0x1024db54,string,Extra compressed data.
0x1024db6c,string,Decompression Error
0x1024df88,string,"Failed to load texture '%s', unknown exception"
0x1024dfb8,string,"Failed to load texture '%s', %s"
0x1024dfd8,string,"Generated bump texture, color = (%3.1f, %3.1f, %3.1f)"
0x1024e010,string,%g%g%g%s
0x1024e028,string,GL_NV_register_combiners
0x1024e044,string,GL_NV_texture_shader3
0x1024e05c,string,GL_ATI_texture_env_combine3
0x1024e078,string,GL_NV_fragement_program
0x1024e090,string,GL_ATI_fragment_shader
0x1024e0a8,string,Could not determine CPU name
0x1024e0c8,string,HKEY_LOCAL_MACHINE/HARDWARE/DESCRIPTION/System/CentralProcessor/0/Proc
0x1024e120,string,HKEY_LOCAL_MACHINE/HARDWARE/DESCRIPTION/System/CentralProcessor/0/~MHz
0x1024e168,string,ATI
0x1024e21c,string,Failed to load sky box
0x1024e234,string,Failed to load sky box. %s
0x1024e37c,string,MegaTexture
0x1024e388,string,textures/SurfacesStrip.png
0x1024e3a4,string,textures/JohnTex.png
0x1024e3bc,string,textures/surfaces.png
0x1024e588,string,"[%f,%f,%f][%f,%f,%f][%f,%f,%f]"
0x1024e5a8,string,%d
0x1024e5ac,string,version 1.00
0x1024e5d0,string,.dmp
0x1024e5d8,string,%s %s
0x1024e5e0,string,Crash Reporter
0x1024e5f0,string,%s has crashed. Generate a report?
0x1024e614,string,SetUnhandledExceptionFilter
0x1024e630,string,kernel32.dll
0x1024e780,string,Attempt to add a non-CharacterAppearance/Accoutrement object to a char
0x1024e820,string,RemoveCharacterAppearance can only be called by the backend server
0x1024e930,string,rebuildBackpack can only be called by the backend server
0x1024ea70,string,RemoveCharacter can only be called by the backend server
0x1024eb8c,string,set a Player's name
0x1024eba0,string,create a Player
0x1024ebb0,string,;
0x1024ebb8,string,LoadCharacterAppearance can only be called by the backend server
0x1024ec00,string,fonts/humanoidAnimate.rbxm
0x1024ec1c,string,fonts/humanoidHealth.rbxm
0x1024ec38,string,fonts/humanoidSound.rbxm
0x1024ec54,string,character.rbxm should contain a humanoid
0x1024ec80,string,character.rbxm should contain a Character model
0x1024ecb0,string,fonts/character.rbxm
0x1024ecc8,string,LoadCharacter can only be called by the backend server
0x1024ed00,string,LoadCharacter can only be called when Player is in the world
0x1024ed40,string,LoadCharacter
0x1024ed50,string,RemoveCharacter
0x1024ed60,string,SetUnder13
0x1024ed6c,string,SetSuperSafeChat
0x1024ed80,string,CharacterAppearance
0x1024ed94,string,userId
0x1024ed9c,string,Under13
0x1024eda4,string,SuperSafeChat
0x1024edb4,string,Chatted
0x1024edbc,string,recipient
0x1024edc8,string,Idled
0x1024ef10,string,userID
0x1024f170,string,Players
0x1024f178,string,Unable to post abuse report to %s. %s
0x1024f1a0,string,Posted abuse report to %s
0x1024f1bc,string,messages
0x1024f1c8,string,comment
0x1024f1d0,string,report
0x1024f1d8,string,Can't report abuse: Not in a networked game
0x1024f204,string,Sending abuse report to game server via Raknet
0x1024f234,string,Submitting abuse report from %s
0x1024f254,string,[[[anonymous]]]
0x1024f264,string,No local Player to chat from
0x1024f284,string,Local player already exists
0x1024f2a0,string,Chat message from unknown Player %s %s
0x1024f2c8,string,Players::OnReceive packet %d: %s
0x1024f2ec,string,rbx_abusereporter
0x1024f300,string,NumPlayers
0x1024f30c,string,MaxPlayers
0x1024f318,string,LocalPlayer
0x1024f324,string,GetPlayerByID
0x1024f334,string,player
0x1024f33c,string,players
0x1024f344,string,GetPlayers
0x1024f350,string,CreateLocalPlayer
0x1024f364,string,SetAbuseReportUrl
0x1024f378,string,playerFromCharacter
0x1024f38c,string,character
0x1024f398,string,GetPlayerFromCharacter
0x1024f3b0,string,PlayerAdded
0x1024f3bc,string,PlayerRemoving
0x1024f644,string,Connecting to %s:%d
0x1024f658,string,Failed to connect to server
0x1024f674,string,Failed to start network client
0x1024f7f4,string,Invalid version from %s
0x1024f80c,string,Failed to connect to %s. %s
0x1024f82c,string,Client::OnReceive packet %d: %s
0x1024f84c,string,Connection accepted from %s
0x1024f86c,string,Connect
0x1024f874,string,server
0x1024f87c,string,serverPort
0x1024f888,string,clientPort
0x1024f894,string,threadSleepTime
0x1024f8a4,string,Disconnect
0x1024f8b0,string,blockDuration
0x1024f8c0,string,ConnectionAccepted
0x1024f8d4,string,peer
0x1024f8dc,string,replicator
0x1024f8e8,string,ConnectionRejected
0x1024f8fc,string,ConnectionFailed
0x1024f910,string,code
0x1024fc34,string,IP addresses:
0x1024fc44,string,Starting network server on port %d
0x1024fc68,string,Failed to start network server
0x1024fc88,string,Replicator::ClientProxy::OnReceive packet %d: %s
0x1024fcbc,string,Couldn't resolve remotePlayer %s from %s
0x1024fce8,string,remotePlayer is NULL
0x1024fd00,string,Received remotePlayer %s from %s
0x1024fe58,string,Server::OnReceive packet %d: %s
0x1024fe78,string,New connection from %s
0x1024fe90,string,Start
0x1024fe98,string,port
0x1024fea0,string,GetClientCount
0x1024feb0,string,IncommingConnection
0x10250214,string,Network
0x1025021c,string,LogPackets
0x10250228,string,PrintInstances
0x10250238,string,PrintProperties
0x10250248,string,PrintPacketBuffer
0x1025025c,string,PrintPhysicsErrors
0x10250270,string,MaxSendBPS
0x1025027c,string,Simulator
0x10250288,string,MinExtraPing
0x10250298,string,ExtraPingVariance
0x102502ac,string,MaxDataModelSendBuffer
0x102502c4,string,Replication
0x102502d0,string,DataPacketSize
0x102502e0,string,SendRate
0x10250448,string,Failed to create log file %s
0x10250468,string,Logging packets to %s
0x10250480,string,wt
0x10250484,string,PacketLog%i.csv
0x10250610,string,Replication: Sending marker %d to %s
0x10250660,string,"Replication: ~%s >> %s, %s"
0x1025067c,string,Replication: ~%s:%s >> %s
0x10250698,string,Replication: ~NULL >> %s
0x102506b4,string,Replicator: Requesting character for %s
0x102506dc,string,Attempting to send a Character request without a local Player
0x1025071c,string,Replication ~??? << %s
0x10250734,string,Replication: ~%s:%d << %s
0x10250784,string,Packets Thread
0x10250794,string,Physics-in of unidentified %s
0x102507b8,string,Physics-in dropping old packet
0x102507d8,string,Physics-in of anchored primitive %s
0x102507fc,string,Physics-in of primitive with no assembly %s
0x10250828,string,Physics-in of part not in workspace %s
0x10250850,string,SendBuffer = %d
0x10250860,string,Waiting Refs
0x10250870,string,Instance size (In)
0x10250884,string,Packet Loss
0x10250890,string,Bandwidth Exceeded
0x102508a4,string,Bytes/s
0x10250970,string,%.1g%%
0x10250978,string,%d avg:%d best:%d
0x1025098c,string,Replication: Can't create default object of type %s
0x102509c0,string,Replication: %s:%s.%s >> %s
0x102509dc,string,Replication: Can't create object of type %s
0x10250a08,string,"Replication: Bad re-binding %s-%s << %s, %s-%s"
0x10250a38,string,Replication: %s:%s << %s
0x10250a54,string,Received marker %d from %s
0x10250a70,string,ID_CHANGEPROPERTY bad property %s-%s.%s from %s
0x10250aa0,string,Replication: %s-%s.%s << %s
0x10250ac4,string,"%s %s, %d bits"
0x10250ad8,string,"%s %s, 1 bit (default)"
0x10250af4,string,"%s %s, %d bit"
0x10250b08,string,Replicator::OnReceive packet %d: %s
0x10250b2c,string,Remote peer is running in the same process
0x10250b58,string,Disconnect from %s
0x10250b6c,string,Lost connection to %s
0x10250b84,string,Replication: %s:%s >> %s
0x10250ba8,string,Replicator: Requesting Marker %d of %s
0x10250f1c,string,Physics Out
0x10250f28,string,Physics In
0x10250f34,string,Data Out
0x10250f40,string,Data In
0x10250f48,string,Data Listening
0x10250f58,string,Disconnection
0x10250f68,string,lostConnection
0x10250f78,string,SendMarker
0x10250f84,string,RequestCharacter
0x10250f98,string,CloseConnection
0x10250fa8,string,GetPlayer
0x10250fb4,string,Received
0x1025100c,string,127.0.0.1
0x10251018,string,localhost
0x10251078,string,"S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Po"
0x102510c4,string,ID_READY_EVENT_QUERY
0x102510dc,string,ID_READY_EVENT_ALL_SET
0x102510f4,string,ID_READY_EVENT_UNSET
0x1025110c,string,ID_READY_EVENT_SET
0x10251120,string,ID_DATABASE_INCORRECT_PASSWORD
0x10251140,string,ID_DATABASE_UNKNOWN_TABLE
0x1025115c,string,ID_DATABASE_QUERY_REPLY
0x10251174,string,ID_DATABASE_REMOVE_ROW
0x1025118c,string,ID_DATABASE_UPDATE_ROW
0x102511a4,string,ID_DATABASE_QUERY_REQUEST
0x102511c0,string,ID_NAT_SEND_OFFLINE_MESSAGE_AT_TIME
0x102511e4,string,ID_NAT_CONNECT_AT_TIME
0x102511fc,string,ID_NAT_TARGET_CONNECTION_LOST
0x1025121c,string,ID_NAT_TARGET_NOT_CONNECTED
0x10251238,string,ID_NAT_PUNCHTHROUGH_REQUEST
0x10251254,string,ID_AUTOPATCHER_RESTART_APPLICATION
0x10251278,string,ID_AUTOPATCHER_FINISHED
0x10251290,string,ID_AUTOPATCHER_FINISHED_INTERNAL
0x102512b4,string,ID_AUTOPATCHER_REPOSITORY_FATAL_ERROR
0x102512dc,string,ID_AUTOPATCHER_PATCH_LIST
0x102512f8,string,ID_AUTOPATCHER_GET_PATCH
0x10251314,string,ID_AUTOPATCHER_DELETION_LIST
0x10251334,string,ID_AUTOPATCHER_CREATION_LIST
0x10251354,string,ID_AUTOPATCHER_GET_CHANGELIST_SINCE_DATE
