address,type,x-text
0x10237570,string,Health
0x10237578,string,Game
0x10237580,string,MaxHealth
0x1023758c,string,TakeDamage
0x10237598,string,amount
0x102375a0,string,Died
0x102375a8,string,Running
0x102375b0,string,speed
0x102375b8,string,Climbing
0x102375c4,string,Jumping
0x102375cc,string,active
0x102375d4,string,FreeFalling
0x102375e0,string,GettingUp
0x102375ec,string,FallingDown
0x102375f8,string,Seated
0x102376bc,string,no calling environment
0x102376d4,string,no value
0x102376f4,string,%s:%d:
0x102376fc,string,Sl
0x10237700,string,stack overflow (%s)
0x10237714,string,
0x10237718,string,cannot %s %s: %s
0x1023772c,string,read
0x10237734,string,open
0x1023773c,string,r
0x10237740,string,@%s
0x10237744,string,reopen
0x1023774c,string,rb
0x10237750,string,=stdin
0x10237758,string,bad argument #%d to '%s' (%s)
0x10237778,string,calling '%s' on bad self (%s)
0x10237798,string,method
0x102377a0,string,n
0x102377a4,string,bad argument #%d (%s)
0x102377bc,string,"%s expected, got %s"
0x102377d0,string,value expected
0x102377e0,string,name conflict for module '%s'
0x10237800,string,_LOADED
0x10237808,string,invalid option '%s'
0x1023781c,string,new
0x10237838,string,__mode
0x1023784c,string,"Unable to get property %s, type %s"
0x10237870,string,Object %s is not an Instance
0x10237890,string,"Unable to set property %s, type %s"
0x102378b4,string,%s should not be a child of %s
0x102378d4,string,%s is not a valid member of %s
0x102378f4,string,The object has been deleted
0x10237948,string,Did you forget a semicolon?  The first argument of member function %s 
0x102379a0,string,The function %s is not a member of '%s'
0x102379c8,string,fromAxisAngle
0x102379d8,string,fromEulerAnglesXYZ
0x102379ec,string,Blue
0x102379f4,string,Green
0x102379fc,string,Yellow
0x10237a04,string,Red
0x10237a08,string,DarkGray
0x10237a14,string,Gray
0x10237a1c,string,Random
0x10237a24,string,New
0x10237a28,string,random
0x10237af0,string,%s is not a valid member
0x10237b0c,string,b
0x10237b10,string,g
0x10237b14,string,%s cannot be assigned to
0x10237b30,string,lerp
0x10237b38,string,magnitude
0x10237b44,string,unit
0x10237b4c,string,z
0x10237b50,string,y
0x10237b54,string,x
0x10237b58,string,Number
0x10237b60,string,number
0x10237b68,string,Invalid number of arguments: %d
0x10237b88,string,components
0x10237b94,string,toEulerAnglesXYZ
0x10237ba8,string,vectorToObjectSpace
0x10237bbc,string,vectorToWorldSpace
0x10237bd0,string,pointToObjectSpace
0x10237be4,string,pointToWorldSpace
0x10237bf8,string,toObjectSpace
0x10237c08,string,toWorldSpace
0x10237c18,string,lookVector
0x10237c24,string,p
0x10237c28,string,RBXScriptConnection
0x10237c3c,string,RBXScriptSignal
0x10237c6c,string,The %s event has been deleted
0x10237c8c,string,connected
0x10237c98,string,disconnect
0x10237cbc,string,lua_newthread failed
0x10237cd4,string,maximum event re-entrancy depth exceeded
0x10237d00,string,Exception caught in TGenericSlotWrapper. %s
0x10237d30,string,Event:disconnect() has been deprecated. Use connection object returned
0x10237d84,string,connect
0x10237d8c,string,shared_ptr<ThreadRef::Node>
0x10237ef0,string,%.3g%%
0x10237ef8,string,"%s, %.3gfps (%.3g%%)"
0x10237fe8,string,GetValueString
0x10237ff8,string,GetValue
0x10238020,string,%d.%d.%d.%d
0x1023802c,string,drv=
0x10238034,string,/DriverVersion
0x10238044,string,HKEY_LOCAL_MACHINE/SYSTEM/CurrentControlSet/Control/Class/
0x10238080,string,unknown
0x1023834c,string,Report
0x10238354,string,Prompt
0x1023835c,string,DontReport
0x10238368,string,ErrorReporting
0x10238378,string,IgnoreAssert
0x10238388,string,CrashOnAssert
0x10238398,string,AssertAction
0x10238644,string,Diagnostics
0x10238650,string,ShaderModel
0x1023865c,string,Profile
0x10238664,string,VideoMemory
0x10238670,string,CpuSpeed
0x1023867c,string,OsPlatformId
0x1023868c,string,OsVer
0x10238694,string,GlVendor
0x102386a0,string,GfxCard
0x102386a8,string,CPU
0x102386ac,string,RAM
0x102386b0,string,Resolution
0x102386bc,string,SoundWarnings
0x102386cc,string,Errors
0x102386d4,string,stackTracingEnabled
0x102386e8,string,Scripts
0x102386f0,string,ioEnabled
0x102386fc,string,ShowAnchors
0x10238708,string,Display
0x10238710,string,ShowPartCoords
0x10238720,string,ShowUnalignedParts
0x10238734,string,ShowModelCoords
0x10238744,string,ShowWorldCoords
0x10238754,string,DisableEnvironmentalThrottle
0x10238774,string,ValidatingDebug
0x10238784,string,errorReporting
0x102387b4,string,error in error handling
0x102387cc,string,not enough memory
0x102387ec,string,call
0x102387f4,string,attempt to yield across metamethod/C-call boundary
0x10238828,string,stack overflow
0x10238838,string,C stack overflow
0x1023884c,string,cannot resume non-suspended coroutine
0x10238874,string,cannot resume dead coroutine
0x10238b94,string,Global Settings
0x10238ba4,string,(*temporary)
0x10238bb4,string,main
0x10238bbc,string,C
0x10238bc0,string,=[C]
0x10238bc8,string,tail
0x10238bd0,string,=(tail call)
0x10238be0,string,upvalue
0x10238be8,string,field
0x10238bf0,string,global
0x10238bf8,string,local
0x10238c00,string,%s:%d: %s
0x10238c0c,string,attempt to %s %s '%s' (a %s value)
0x10238c30,string,attempt to %s a %s value
0x10238c4c,string,concatenate
0x10238c58,string,perform arithmetic on
0x10238c70,string,attempt to compare %s with %s
0x10238c90,string,attempt to compare two %s values
0x10238cb4,string,sort
0x10238cbc,string,setn
0x10238cc4,string,remove
0x10238ccc,string,insert
0x10238cd4,string,maxn
0x10238cdc,string,getn
0x10238ce4,string,foreachi
0x10238cf0,string,foreach
0x10238cf8,string,concat
0x10238d50,string,'setn' is obsolete
0x10238d64,string,wrong number of arguments to 'insert'
0x10238d8c,string,table contains non-strings
0x10238da8,string,invalid order function for sorting
0x10238dcc,string,tan
0x10238dd0,string,tanh
0x10238dd8,string,sqrt
0x10238de0,string,sin
0x10238de4,string,sinh
0x10238dec,string,randomseed
0x10238df8,string,rad
0x10238dfc,string,pow
0x10238e00,string,modf
0x10238e08,string,min
0x10238e0c,string,max
0x10238e10,string,log
0x10238e14,string,log10
0x10238e1c,string,ldexp
0x10238e24,string,frexp
0x10238e2c,string,fmod
0x10238e34,string,floor
0x10238e3c,string,exp
0x10238e40,string,deg
0x10238e44,string,cos
0x10238e48,string,cosh
0x10238e50,string,ceil
0x10238e58,string,atan
0x10238e60,string,atan2
0x10238e68,string,asin
0x10238e70,string,acos
0x10238e78,string,abs
0x10238f78,string,interval is empty
0x10238f8c,string,wrong number of arguments
0x10238fb0,string,huge
0x10238fb8,string,pi
0x10238fc8,string,upper
0x10238fd0,string,sub
0x10238fd4,string,reverse
0x10238fdc,string,rep
0x10238fe0,string,match
0x10238fe8,string,lower
0x10238ff0,string,len
0x10238ff4,string,gsub
0x10238ffc,string,gmatch
0x10239004,string,gfind
0x1023900c,string,format
0x10239014,string,find
0x1023901c,string,dump
0x10239024,string,char
0x102390b0,string,string slice too long
0x102390c8,string,invalid value
0x102390d8,string,unable to dump given function
0x102390f8,string,invalid capture index
0x10239110,string,invalid pattern capture
0x10239128,string,malformed pattern (ends with '%%')
0x1023914c,string,malformed pattern (missing ']')
0x1023916c,string,unbalanced pattern
0x10239180,string,too many captures
0x10239194,string,missing '[' after '%%f' in pattern
0x102391b8,string,unfinished capture
0x102391cc,string,^$*+?.([%-
0x102391d8,string,'string.gfind' was renamed to 'string.gmatch'
0x10239208,string,string/function/table expected
0x10239228,string,invalid replacement value (a %s)
0x1023924c,string,/000
0x10239254,string,/r
0x10239258,string,invalid format (width or precision too long)
0x10239288,string,invalid format (repeated flags)
0x102392a8,string,-+ #0
0x102392b0,string,invalid option '%%%c' to 'format'
0x102392d4,string,yield
0x102392dc,string,wrap
0x102392e4,string,status
0x102392ec,string,running
0x102392f4,string,resume
0x102392fc,string,create
0x10239304,string,xpcall
0x1023930c,string,unpack
0x10239314,string,tonumber
0x10239320,string,setmetatable
0x10239330,string,setfenv
0x10239338,string,select
0x10239340,string,rawset
0x10239348,string,rawget
0x10239350,string,rawequal
0x1023935c,string,pcall
0x10239364,string,next
0x1023936c,string,loadstring
0x10239378,string,load
0x10239380,string,getmetatable
0x10239390,string,getfenv
0x10239398,string,gcinfo
0x102393a0,string,error
0x102393a8,string,collectgarbage
0x102393b8,string,assert
0x102394c0,string,base out of range
0x102394d4,string,__metatable
0x102394e0,string,cannot change a protected metatable
0x10239504,string,nil or table expected
0x1023951c,string,no function environment for tail call at level %d
0x10239550,string,f
0x10239554,string,invalid level
0x10239564,string,level must be non-negative
0x10239580,string,'setfenv' cannot change environment of given object
0x102395dc,string,collect
0x10239604,string,stop
0x1023960c,string,restart
0x10239614,string,setpause
0x10239620,string,setstepmul
0x1023962c,string,reader function must return a string
0x10239654,string,too many nested functions
0x10239670,string,=(load)
0x10239678,string,assertion failed!
0x1023968c,string,table too big to unpack
0x102396a4,string,index out of range
0x102396b8,string,%s: %p
0x102396c0,string,boolean or proxy expected
0x102396dc,string,too many results to resume
0x102396f8,string,too many arguments to resume
0x10239718,string,coroutine expected
0x1023972c,string,Lua function expected
0x10239744,string,suspended
0x10239750,string,normal
0x10239758,string,dead
0x10239760,string,newproxy
0x1023976c,string,kv
0x10239770,string,pairs
0x10239778,string,ipairs
0x10239780,string,_VERSION
0x1023978c,string,Lua 5.1
0x10239794,string,_G
0x10239798,string,coroutine
0x102397a4,string,setvbuf
0x102397ac,string,seek
0x102397b4,string,write
0x102397bc,string,tmpfile
0x102397c4,string,popen
0x102397cc,string,lines
0x102397d4,string,flush
0x102397dc,string,close
0x102397e4,string,output
0x102397ec,string,input
0x102398b0,string,%s: %s
0x102398b8,string,closed file
0x102398c4,string,FILE*
0x102398cc,string,attempt to use a closed file
0x102398ec,string,__close
0x102398f4,string,file (%p)
0x10239900,string,file (closed)
0x10239910,string,standard %s file is closed
0x1023992c,string,w
0x10239930,string,%lf
0x10239934,string,invalid format
0x10239944,string,invalid option
0x10239954,string,too many arguments
0x10239968,string,file is already closed
0x10239980,string,%.14g
0x10239994,string,cur
0x102399a8,string,set
0x102399ac,string,end
0x102399cc,string,no
0x102399d0,string,full
0x102399d8,string,line
0x102399e0,string,stderr
0x102399e8,string,stdout
0x102399f0,string,stdin
0x10239d04,string,Score
0x10239d0c,string,TeamColor
0x10239d18,string,AutoAssignable
0x10239d28,string,AutoColorCharacters
0x10239dbc,string,ArrowCursor
0x10239dd0,string,DragCursor
0x1023a080,string,Put this tool into the starter pack (otherwise drop into the 3d view)?
0x1023a0c8,string,Inserting Tool
0x1023a0d8,string,Team
0x1023a21c,string,Custom
0x1023a224,string,Follow
0x1023a22c,string,Track
0x1023a234,string,Attach
0x1023a23c,string,Watch
0x1023a244,string,Fixed
0x1023a24c,string,CameraType
0x1023a3c0,string,Camera
0x1023a4a0,string,Focus
0x1023a4a8,string,CameraSubject
0x1023a4c0,string,ArrowFarCursor
0x1023aeb8,string,StarterPack - these items will be given to each new player
0x1023b100,string,Laser
0x1023b108,string,Rocket
0x1023b110,string,Slingshot
0x1023b11c,string,Hammer
0x1023b124,string,Grab
0x1023b12c,string,GameTool
0x1023b138,string,BinType
0x1023b2d4,string,Tool
0x1023b910,string,HopperBin
0x1023b91c,string,TextureId
0x1023b928,string,Selected
0x1023b934,string,mouse
0x1023b93c,string,Deselected
0x1023b948,string,Command
0x1023b950,string,TextureName
0x1023b970,string,ActivationState
0x1023b980,string,BackendToolState
0x1023b994,string,Handle
0x1023c098,string,Grip
0x1023c0a0,string,GripPos
0x1023c0a8,string,GripForward
0x1023c0b4,string,GripUp
0x1023c0bc,string,GripRight
0x1023c0c8,string,Enabled
0x1023c0d0,string,Equipped
0x1023c0dc,string,Unequipped
0x1023c0e8,string,Activated
0x1023c0f4,string,Deactivated
0x1023c56c,string,Broadphase
0x1023c578,string,UI Step
0x1023c580,string,World Step
0x1023c5b8,string,RelativePanel
0x1023c5d8,string,Unnamed GuiItem
0x1023c7c8,string,GuiRoot
0x1023c7d8,string,vector<bool> too long
0x1023e24c,string,Snap
0x1023e764,string,Motor
0x1023e76c,string,Part0
0x1023e774,string,Part1
0x1023e77c,string,C1
0x1023e780,string,C0
0x1023e784,string,MaxVelocity
0x1023e790,string,DesiredAngle
0x1023e7a0,string,CurrentAngle
0x1023eaa0,string,Backpack
0x1023ed1c,string,RebalanceTeams
0x1023ed2c,string,GetTeams
0x1023ed54,string,BackendAccoutrementState
0x1023f074,string,HeadWeld
0x1023f3dc,string,AttachmentPoint
0x1023f3ec,string,AttachmentPos
0x1023f3fc,string,AttachmentForward
0x1023f410,string,AttachmentUp
0x1023f420,string,AttachmentRight
0x1023f438,string,Fullscreen
0x1023f444,string,ReportAbuse
0x1023f450,string,
0x1023f454,string,Chat
0x1023f45c,string,Message
0x1023f7b4,string,Game Options
0x1023f7c4,string,AnimatedCharacter
0x1023f7d8,string,ChatHistory
0x1023f7e4,string,Online
0x1023f7ec,string,ChatScrollLength
0x1023f800,string,SoundEnabled
0x1023f810,string,SoftwareSound
0x1023f850,string,Victory
0x1023f858,string,Swoosh
0x1023f860,string,StepOn
0x1023f868,string,Step
0x1023f870,string,Splat
0x1023f878,string,Ping
0x1023f880,string,Page
0x1023f888,string,Clock
0x1023f890,string,Break
0x1023f898,string,Bomb
0x1023f8a0,string,Boing
0x1023f8a8,string,NoSound
0x1023f8b0,string,SoundType
0x1023fed0,string,Shirt Graphic
0x1023ffa8,string,Skin
0x10240078,string,Body Colors
0x10240210,string,Shirt
0x102402e0,string,Graphic
0x102402e8,string,LeftSleeveColor
0x102402f8,string,RightSleeveColor
0x1024030c,string,TorsoColor
0x10240318,string,SkinColor
0x10240324,string,HeadColor
0x10240330,string,LeftArmColor
0x10240340,string,RightArmColor
0x10240350,string,LeftLegColor
0x10240360,string,RightLegColor
0x102405b0,string,Explosion
0x102406a4,string,BlastRadius
0x102406b0,string,BlastPressure
0x102406c0,string,Hit
0x102406c4,string,distance
0x10240c90,string,Center
0x10240c98,string,TopBottom
0x10240ca4,string,LeftRight
0x10240cb0,string,Inset
0x10240cb8,string,Edge
0x10240cc0,string,InOut
0x10240eb4,string,VelocityMotor
0x10241260,string,Hole
0x10241348,string,MotorFeature
0x10241358,string,FaceId
0x10241a28,string,FlagCaptured
0x10241a38,string,Player
0x10241cac,string,ForceField
0x10241f10,string,Rocket:Fire may not be called from a client
0x10241f40,string,Rocket:Fire may only be called when the Rocket is in the Workspace
0x10243230,string,Target
0x10243238,string,Goals
0x10243240,string,TargetOffset
0x10243250,string,TargetRadius
0x10243260,string,MaxSpeed
0x1024326c,string,Thrust
0x10243274,string,MaxThrust
0x10243280,string,ThrustP
0x10243288,string,ThrustD
0x10243290,string,TurnP
0x10243298,string,Turn
0x102432a0,string,TurnD
0x102432a8,string,MaxTorque
0x102432b4,string,CartoonFactor
0x102432c4,string,Fire
0x102432cc,string,Abort
0x102432d4,string,ReachedTarget
0x102432e4,string,P
0x102432e8,string,maxTorque
0x102432f4,string,cframe
0x102432fc,string,maxForce
0x10243308,string,position
0x10243314,string,lastForce
0x10243320,string,GetLastForce
0x10243330,string,velocity
0x1024333c,string,force
0x1024352c,string,Text
0x10244bb4,string,ping %s failed: %s
0x10244d70,string,NoVisit
0x10244d78,string,rbx_visit
0x10244d84,string,SetUploadUrl
0x10244d94,string,GetUploadUrl
0x10244da4,string,SetPing
0x10244dac,string,pingUrl
0x10245048,string,DebrisService MaxItems must be greater than 0
0x10245078,string,MaxItems
0x10245084,string,AddItem
0x1024508c,string,item
0x10245094,string,lifetime
0x1024546c,string,SeatWeld
0x10245a8c,string,SpawnPlayer couldn't get the workspace
0x10245e38,string,Duration
0x10245e44,string,Forcefield
0x10245e50,string,Neutral
0x10245e58,string,Teams
0x10245e60,string,AllowTeamChangeOnTouch
0x1024616c,string,Decal
0x102462f4,string,Texture
0x102463bc,string,Specular
0x102463c8,string,Shiny
0x102463d0,string,StudsPerTileU
0x102463e0,string,StudsPerTileV
0x102463f8,string,Sin
0x102463fc,string,Constant
0x10246408,string,Action5
0x10246410,string,Action4
0x10246418,string,Action3
0x10246420,string,Action2
0x10246428,string,Action1
0x10246430,string,UpDown
0x10246438,string,Throtle
0x10246440,string,Steer
0x10246448,string,RightTread
0x10246454,string,LeftTread
0x10246460,string,NoInput
0x10246470,string,InputType
0x1024647c,string,None
0x10246484,string,Flee
0x1024648c,string,Chase
0x10246494,string,Joypad2
0x1024649c,string,Joypad1
0x102464a4,string,KeyboardLeft
0x102464b4,string,KeyboardRight
0x102464c4,string,ControllerType
0x102464e0,string,Surface
0x102464e8,string,Complex
0x10246ac8,string,TopSurface
0x10246ad4,string,TopSurfaceInput
0x10246ae4,string,Surface Inputs
0x10246af4,string,TopParamA
0x10246b00,string,TopParamB
0x10246b0c,string,BottomSurface
0x10246b1c,string,BottomSurfaceInput
0x10246b30,string,BottomParamA
0x10246b40,string,BottomParamB
0x10246b50,string,LeftSurface
0x10246b5c,string,LeftSurfaceInput
0x10246b70,string,LeftParamA
0x10246b7c,string,LeftParamB
0x10246b88,string,RightSurface
0x10246b98,string,RightSurfaceInput
0x10246bac,string,RightParamA
0x10246bb8,string,RightParamB
0x10246bc4,string,FrontSurface
0x10246bd4,string,FrontSurfaceInput
0x10246be8,string,FrontParamA
0x10246bf4,string,FrontParamB
0x10246c00,string,BackSurface
0x10246c0c,string,BackSurfaceInput
0x10246c20,string,BackParamA
0x10246c2c,string,BackParamB
0x10246c68,string,Constraint
0x10246c74,string,ParamB
0x10246c7c,string,ParamA
0x10246c84,string,SurfaceInput
0x10246c94,string,Type
0x10246cd0,string,Cylinder
0x10246cdc,string,Ball
0x10246ce4,string,PartType
0x10247100,string,%
0x10247104,string,%p
0x10247108,string,(null)
0x10247110,string,']
0x10247114,string,[string '
0x10247120,string,
0x10247124,string,...
0x10247128,string,upval
0x10247130,string,proto
0x10247138,string,thread
0x10247140,string,function
0x1024714c,string,userdata
0x102471cc,string,__mod
0x102471d4,string,__pow
0x102471dc,string,__len
0x102471e4,string,__lt
0x102471ec,string,__le
0x102471f4,string,__concat
0x10247200,string,__call
0x10247208,string,loop in gettable
0x1024721c,string,index
0x10247224,string,loop in settable
0x10247238,string,string length overflow
0x10247250,string,'for' step must be a number
0x1024726c,string,'for' initial value must be a number
0x10247294,string,'for' limit must be a number
0x102472b4,string,get length of
0x102472e8,string,invalid key to 'next'
0x10247300,string,table overflow
0x10247310,string,table index is NaN
0x10247324,string,table index is nil
0x10247338,string,memory allocation error: block too big
0x10247380,string,'%s' expected
0x10247390,string,function at line %d has more than %d %s
0x102473b8,string,main function has more than %d %s
0x102473dc,string,'%s' expected (to close '%s' at line %d)
0x10247408,string,too many local variables
0x10247424,string,local variables
0x10247434,string,upvalues
0x10247440,string,chunk has too many syntax levels
0x10247464,string,constant table overflow
0x1024747c,string,items in a constructor
0x10247494,string,<name> or '...' expected
0x102474b0,string,self
0x102474b8,string,ambiguous syntax (function call x new statement)
0x102474ec,string,function arguments expected
0x10247508,string,unexpected symbol
0x1024751c,string,cannot use '...' outside a vararg function
0x10247548,string,syntax error
0x10247558,string,no loop to break
0x1024756c,string,(for step)
0x10247578,string,(for limit)
0x10247584,string,(for index)
0x10247590,string,(for control)
0x102475a0,string,(for state)
0x102475ac,string,(for generator)
0x102475bc,string,'=' or 'in' expected
0x102475d4,string,%s: %s in precompiled chunk
0x102475f0,string,unexpected end
0x10247600,string,bad integer
0x1024760c,string,bad constant
0x1024761c,string,bad code
0x10247628,string,bad header
0x10247634,string,=?
0x10247638,string,binary string
0x10247648,string,VARARG
0x10247650,string,CLOSURE
0x10247658,string,CLOSE
0x10247660,string,SETLIST
0x10247668,string,TFORLOOP
0x10247674,string,FORPREP
0x1024767c,string,FORLOOP
0x10247684,string,RETURN
0x1024768c,string,TAILCALL
0x10247698,string,CALL
0x102476a0,string,TESTSET
0x102476a8,string,TEST
0x102476b0,string,LE
0x102476b4,string,LT
0x102476b8,string,EQ
0x102476bc,string,JMP
0x102476c0,string,CONCAT
0x102476c8,string,LEN
0x102476cc,string,NOT
0x102476d0,string,UNM
0x102476d4,string,POW
0x102476d8,string,MOD
0x102476dc,string,DIV
0x102476e0,string,MUL
0x102476e4,string,SUB
0x102476e8,string,ADD
0x102476ec,string,SELF
0x102476f4,string,NEWTABLE
0x10247700,string,SETTABLE
0x1024770c,string,SETUPVAL
0x10247718,string,SETGLOBAL
0x10247724,string,GETTABLE
0x10247730,string,GETGLOBAL
0x1024773c,string,GETUPVAL
0x10247748,string,LOADNIL
0x10247750,string,LOADBOOL
0x1024775c,string,LOADK
0x10247764,string,MOVE
0x10247834,string,<eof>
0x1024783c,string,<string>
0x10247848,string,<name>
0x10247850,string,<number>
0x1024785c,string,~=
0x10247860,string,<=
0x10247864,string,>=
0x10247868,string,==
0x1024786c,string,..
0x10247870,string,until
0x10247878,string,then
0x10247880,string,repeat
0x10247888,string,or
0x1024788c,string,not
0x10247890,string,in
0x10247894,string,for
0x10247898,string,elseif
0x102478a0,string,do
0x102478a4,string,break
0x102478ac,string,and
0x10247930,string,lexical element too long
0x1024794c,string,%c
0x10247950,string,char(%d)
0x1024795c,string,%s near '%s'
0x1024796c,string,chunk has too many lines
0x10247988,string,malformed number
0x1024799c,string,+-
0x102479a0,string,Ee
0x102479a4,string,unfinished long comment
0x102479bc,string,unfinished long string
0x102479d4,string,escape sequence too large
0x102479f0,string,unfinished string
0x10247a04,string,invalid long string delimiter
0x10247b70,string,This Mouse is no longer active
0x10247d18,string,Move
0x10247d20,string,Idle
0x10247d28,string,Button1Down
0x10247d34,string,Button2Down
0x10247d40,string,Button1Up
0x10247d4c,string,Button2Up
0x10247d58,string,WheelForward
0x10247d68,string,WheelBackward
0x10247d78,string,KeyDown
0x10247d80,string,Key
0x10247d84,string,Origin
0x10247d8c,string,ViewSizeX
0x10247d98,string,ViewSizeY
0x10247da4,string,Icon
0x10247e14,string,Sleep
0x10247e1c,string,Wake
0x10247e24,string,Collision
0x10247fe4,string,Weld
0x10247fec,string,Glue
0x10248170,string,;
0x10248180,string,Team
0x102481a8,string,Character
0x102481d0,string,utterance
0x10248320,string,Face
0x10248330,string,Bumps
0x10248338,string,SteppingMotor
0x10248348,string,Hinge
0x10248350,string,Spawn
0x10248358,string,Inlet
0x10248360,string,Studs
0x10248368,string,Smooth
0x10248370,string,SurfaceType
0x10248460,string,control structure too long
0x1024847c,string,function or expression too complex
0x102484a0,string,code size overflow
0x1024851c,string,GrabRotateCursor
0x102487e4,string,FileMesh
0x102487f0,string,Sphere
0x102487f8,string,Wedge
0x10248800,string,MeshType
0x10248984,string,Mesh
0x10248a4c,string,Scale
0x10248a54,string,MeshId
0x10248a5c,string,VertexColor
0x10248a78,string,Start: %s
0x10248a84,string,Application Log
0x10248aa0,string,log.txt
0x10248aa8,string,###    %s    ###
0x10248ac0,string,_____________________________________________________
0x10248af8,string,%s
0x10248afc,string,[Error getting time]
0x10248b14,string,Closing log file
0x10248b28,string,Shutdown
0x10248b34,string,%s%s%sExpression: %s%s%s:%d%s%s%s
0x10248b58,string,-
0x10248b5c,string,Last Error (0x%08X): %s
0x10248b78,string,Last error code does not exist.
0x10248b98,string,**************************
0x10248bb8,string,Assertion Failure
0x10248bcc,string,Debug
0x10248bd4,string,Ignore
0x10248bdc,string,Ignore Always
0x10248bec,string,Error
0x10248bf4,string,'.
0x10248bf8,string,An internal error has occured in your program and it will now close.  
0x10248c70,string,Critical Error
0x10248c80,string,Ok
0x10248e94,string,Cannot getCArray for a huge file
0x10248eb8,string,Cannot resize huge files to be shorter.
0x10248ee0,string,temp != NULL
0x10248ef0,string,./g3dcpp/GImage.cpp
0x10248f04,string,Out of memory
0x10248f14,string,TRUEVISION-XFILE
0x10248f28,string,PNG
0x10248f2c,string,Unsupported number of channels for PNG.
0x10248f54,string,Unable to initialize PNG encoder.
0x10248f78,string,1.2.7
0x10248f80,string,Unsupported PNG height.
0x10248f98,string,P6 %d %d 255
0x10248fa8,string,TGA files must be 24 or 32 bit.
0x10248fc8,string,TGA images must be type 2 (Uncompressed truecolor)
0x10248ffc,string,Not a TGA file
0x1024900c,string,TRUEVISION-XFILE
0x10249020,string,Not a bitmap!
0x10249030,string,32 bit bitmaps not supported
0x10249050,string,16-bit bitmaps not supported
0x10249070,string,BMP images must be uncompressed
0x10249090,string,Not a BMP file
0x102490a0,string,BM
0x102490a4,string,Unexpected number6 of channels.
0x102490c4,string,Unsupported PNG bit-depth or type.
0x102490e8,string,Unsupported PNG color type - PNG_COLOR_TYPE_GRAY_ALPHA.
0x10249120,string,Unable to initialize PNG decoder.
0x10249144,string,PPM
0x10249148,string,ICO
0x1024914c,string,PCX
0x10249150,string,BMP
0x10249154,string,TGA
0x10249158,string,JPEG
0x10249160,string,JPG
0x10249164,string,PCX file is corrupted
0x1024917c,string,Only 8-bit paletted and 24-bit PCX files supported.
0x102491b0,string,Unsupported PCX file type.
0x102491d0,string,Warning: Corrupted PCX file (palette marker byte was missing) '%s' Loa
0x10249224,string,*********************
0x1024923c,string,JFIF
0x10249258,string,Bad number of channels in input image
0x10249280,string,%d %d %d%c
0x1024928c,string,P3 %d %d 255
0x1024929c,string,Invalid PPM Header.
0x102492b0,string,Invalid PPM size in header.
0x102492cc,string,File not found.
0x102492e8,string,Unsupported ICO color count.
0x10249308,string,P1
0x1024930c,string,P3
0x10249310,string,P2
0x10249320,string,Windows
0x10249328,string,Windows %d.%d build %d Platform %d %s
0x10249350,string,%d x %d-bit %s processor
0x1024936c,string,Unknown
0x10249374,string,Power PC
0x10249380,string,Alpha
0x10249388,string,MIPS
0x10249390,string,Intel
0x10249398,string,AMD Processor
0x102493a8,string,Cyrix Processor
0x102493b8,string,Intel Processor
0x102493c8,string,Unknown Processor Vendor
0x102493e4,string,G3D %d.%02d
0x102493f0,string,isPow2(alignment)
0x10249404,string,./g3dcpp/System.cpp
0x10249418,string,alignment must be a power of 2
0x10249440,string,wb
0x10249444,string,ab
0x10249448,string,Out of memory while writing to disk in BinaryOutput (could not create 
0x102494a8,string,Out of memory while writing to memory in BinaryOutput (no RAM left).
0x102494f0,string,<memory>
0x102495b0,string,! inBetween
0x102495bc,string,./g3dcpp/Stopwatch.cpp
0x102495d4,string,Stopwatch::tick() called twice in a row.
0x10249600,string,inBetween
0x1024960c,string,Stopwatch::tock() called without matching tick.
0x102496a8,string,"Sphere(<%g, %g, %g>, %g)"
0x102496f0,string,HKEY_PERFORMANCE_TEXT
0x10249708,string,HKEY_PERFORMANCE_NLSTEXT
0x10249724,string,HKEY_PERFORMANCE_DATA
0x1024973c,string,HKEY_LOCAL_MACHINE
0x10249750,string,HKEY_CURRENT_USER
0x10249764,string,HKEY_CURRENT_CONFIG
0x10249778,string,HKEY_CLASSES_ROOT
0x102497b8,string,Courier New
0x102497c4,string,Press any key...
0x102497d8,string,Press any key for '%s'...
0x102497f4,string,'%d' is not a valid choice.
0x10249810,string,>
0x10249814,string,(%d) %s
0x10249820,string,(%d) %s
0x1024982c,string,Choose an option by number:
0x10249848,string,___________________________________________________
0x10249880,string,Edit
0x10249888,string,Tahoma
0x102498a0,string,Tried to read a larger memory chunk than could fit in memory. (2)
0x102498ec,string,File not found: '%s'
0x10249904,string,Not enough memory to load compressed file. (2)
0x10249934,string,Not enough memory to load compressed file. (1)
0x10249964,string,MNG features are not allowed in a PNG datastream
0x10249998,string,Unable to write international text
0x102499bc,string,Valid palette required for paletted images
0x102499e8,string,No IDATs written into file
0x10249a04,string,png_write_info was never called before png_write_row.
0x10249a48,string,Unknown filter heuristic method
0x10249a68,string,Incompatible libpng version in application and library
0x10249aa0,string,Application  is  running with png.c from libpng-%.20s
0x10249ad8,string,Application was compiled with png.h from libpng-%.20s
0x10249b10,string,Ignoring attempt to set negative chromaticity value
0x10249b44,string,Ignoring attempt to set chromaticity value exceeding 21474.83
0x10249ba0,string,Setting gamma=0
