address,size,type,symbol,name
0x100d4ed0,0x50,library,?realloc@?$Array@H@G3D@@AAEXH@Z,
0x100d4f70,0x100,library,?resize@?$Array@PAVConnector@RBX@@@G3D@@QAEXH_N@Z,
0x100d5070,0x100,library,?resize@?$Array@PAVBody@RBX@@@G3D@@QAEXH_N@Z,
0x100d5170,0x100,library,?resize@?$Array@PAVPoint@RBX@@@G3D@@QAEXH_N@Z,
0x100d5370,0x68,library,?append@?$Array@PAVConnector@RBX@@@G3D@@QAEXABQAVConnector@RBX@@@Z,
0x100d53e0,0x68,library,?append@?$Array@PAVBody@RBX@@@G3D@@QAEXABQAVBody@RBX@@@Z,
0x100d5450,0x68,library,?append@?$Array@PAVPoint@RBX@@@G3D@@QAEXABQAVPoint@RBX@@@Z,
0x100d79c0,0x7,library,??1LineSegment@G3D@@UAE@XZ,
0x100d79d0,0x48,library,?fromTwoPoints@LineSegment@G3D@@SA?AV12@ABVVector3@2@0@Z,
0x100d7a20,0x1f,library,??_ELineSegment@G3D@@UAEPAXI@Z,
0x100de790,0x6d,library,??0Line@G3D@@IAE@ABVVector3@1@0@Z,
0x100de800,0x7,library,??1Line@G3D@@UAE@XZ,
0x100de810,0x24,library,?fromPointAndDirection@Line@G3D@@SA?AV12@ABVVector3@2@0@Z,
0x100de810,36,library,,G3D::Line::fromPointAndDirection
0x100de840,0x1f,library,??_ELine@G3D@@UAEPAXI@Z,
0x100e9af0,0x73,library,?unit@Ray@G3D@@QBE?AV12@XZ,
0x100e9eb0,0x4b,library,?eps@G3D@@YANNN@Z,
0x100e9f00,0x4b,library,?fuzzyEq@G3D@@YA_NNN@Z,
0x101060b0,0x5e,library,?isZero@Vector3@G3D@@QBE_NXZ,
0x101061a0,0x8a,library,??0Ray@G3D@@QAE@XZ,
0x10108440,0x100,library,?resize@?$Array@PAVContact@RBX@@@G3D@@QAEXH_N@Z,
0x10108440,256,library,,G3D::Array<RBX::Contact *>::resize
0x10108540,0x68,library,?append@?$Array@PAVContact@RBX@@@G3D@@QAEXABQAVContact@RBX@@@Z,
0x10108540,104,library,,G3D::Array<RBX::Contact *>::append
0x101085b0,0x65,library,??4?$Array@PBVPrimitive@RBX@@@G3D@@QAEAAV01@ABV?$vector@PBVPrimitive@RBX@@V?$allocator@PBVPrimitive@RBX@@@std@@@std@@@Z,
0x1012b2a0,0x100,library,?resize@?$Array@W4NormalId@RBX@@@G3D@@QAEXH_N@Z,
0x1012b680,0x68,library,?append@?$Array@W4NormalId@RBX@@@G3D@@QAEXABW4NormalId@RBX@@@Z,
0x1012de40,0xf0,library,??0Log@G3D@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@H@Z,
0x1012df30,0xae,library,?common@Log@G3D@@SAPAV12@XZ,
0x1012dfe0,0x24,library,?getCommonLogFilename@Log@G3D@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x1012e010,0x54,library,?section@Log@G3D@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x1012e070,0x37,library,?println@Log@G3D@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x1012e0b0,0x81,library,?printHeader@Log@G3D@@AAEXXZ,
0x1012e140,0xd1,library,??1Log@G3D@@UAE@XZ,
0x1012e220,0x37,library,?print@Log@G3D@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x1012e260,0x1e,library,??_ELog@G3D@@UAEPAXI@Z,
0x1012e280,0x79,library,?printf@Log@G3D@@QAAXPBDZZ,
0x1012e620,0x2a8,library,?_handleDebugAssert_@_internal@G3D@@YA_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0HAA_N_N@Z,
0x1012e8d0,0x292,library,?_handleErrorCheck_@_internal@G3D@@YA_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0HAA_N_N@Z,
0x1012eb70,0x6e,library,?_releaseInputGrab_@_internal@G3D@@YAXXZ,
0x1012ebe0,0x54,library,?_restoreInputGrab_@_internal@G3D@@YAXXZ,
0x1012ec40,0xa,library,?setAssertionHook@G3D@@YAXP6A_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0HAA_N_N@Z@Z,
0x1012ec50,0xa,library,?setFailureHook@G3D@@YAXP6A_NPBDABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0HAA_N_N@Z@Z,
0x1012ec60,0x5e,library,??0Error@GImage@G3D@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@0@Z,
0x1012ecc0,0x9,library,??1Settings@TextInput@G3D@@QAE@XZ,
0x1012ecd0,0x21,library,?getFilename@BinaryInput@G3D@@QBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x1012ed00,0x20,library,?setPosition@BinaryInput@G3D@@QAEXH@Z,
0x1012ed20,0x2e,library,?readUInt8@BinaryInput@G3D@@QAEEXZ,
0x1012ed50,0x4f,library,?readUInt16@BinaryInput@G3D@@QAEGXZ,
0x1012eda0,0x5d,library,?readUInt32@BinaryInput@G3D@@QAEIXZ,
0x1012ee00,0x21,library,?skip@BinaryInput@G3D@@QAEXH@Z,
0x1012ee30,0x26,library,?reserveBytes@BinaryOutput@G3D@@AAEXH@Z,
0x1012ee60,0x1e,library,?getFilename@BinaryOutput@G3D@@QBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x1012ee80,0x4d,library,?setLength@BinaryOutput@G3D@@QAEXH@Z,
0x1012f080,0x15f,library,?flipRGBVertical@GImage@G3D@@SAXPBEPAEHH@Z,
0x1012f1e0,0x167,library,?flipRGBAVertical@GImage@G3D@@SAXPBEPAEHH@Z,
0x1012f350,0x2ab,library,?encodeBMP@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x1012f600,0x394,library,?encodeTGA@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x1012fa40,0x47,library,?png_write_data@G3D@@YAXPAUpng_struct_def@@PAEI@Z,
0x1012fa90,0x7a,library,?png_error@G3D@@YAXPAUpng_struct_def@@PBD@Z,
0x1012fb10,0x5a,library,??1Error@GImage@G3D@@QAE@XZ,
0x1012fb70,0x5f,library,??0Error@GImage@G3D@@QAE@ABV012@@Z,
0x1012fbd0,0x6d,library,?png_warning@G3D@@YAXPAUpng_struct_def@@PBD@Z,
0x1012fc40,0x343,library,?encodePNG@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x1012ff90,0x113,library,?encodePPM@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x101300b0,0x545,library,?decodeTGA@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10130600,0xb2f,library,?decodeBMP@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10131130,0x2a2,library,?decodeJPEG@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x101313e0,0x17,library,?png_read_data@G3D@@YAXPAUpng_struct_def@@PAEI@Z,
0x10131400,0x425,library,?decodePNG@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10131a00,0x26,library,?clear@GImage@G3D@@QAEXXZ,
0x10131a30,0x1c0,library,?stringToFormat@GImage@G3D@@SA?AW4Format@12@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10131bf0,0x78,library,??1TextOutput@G3D@@QAE@XZ,
0x10131c70,0x5e5,library,?decodePCX@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10132260,0x4ce,library,?resolveFormat@GImage@G3D@@CA?AW4Format@12@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBEHW4312@@Z,
0x10132730,0x35,library,?resize@GImage@G3D@@QAEXHHH@Z,
0x10132770,0x46,library,?_copy@GImage@G3D@@AAEXABV12@@Z,
0x101327c0,0x20,library,??0GImage@G3D@@QAE@ABV01@@Z,
0x101327e0,0xb,library,??1GImage@G3D@@UAE@XZ,
0x101327f0,0x1a7,library,?convertToRGB@GImage@G3D@@QAEXXZ,
0x101329a0,0x107,library,?resize@?$Array@VColor4uint8@G3D@@@G3D@@QAEXH_N@Z,
0x10132ab0,0x20d,library,?encodeJPEG@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x10132cc0,0x177,library,?encodePPMASCII@GImage@G3D@@ABEXAAVBinaryOutput@2@@Z,
0x10132e40,0x171,library,?decodePPM@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10132fc0,0x2c,library,??0GImage@G3D@@QAE@HHH@Z,
0x10132ff0,0x80,library,?encode@GImage@G3D@@QBEXW4Format@12@AAVBinaryOutput@2@@Z,
0x10133070,0xa41,library,?decodeICO@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10133b50,0x76,library,??1TextInput@G3D@@QAE@XZ,
0x10133bd0,0x45e,library,?decodePPMASCII@GImage@G3D@@AAEXAAVBinaryInput@2@@Z,
0x10134030,0x98,library,?decode@GImage@G3D@@AAEXAAVBinaryInput@2@W4Format@12@@Z,
0x101340d0,0x115,library,?load@GImage@G3D@@QAEXABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4Format@12@@Z,
0x101341f0,0x2e,library,??0GImage@G3D@@QAE@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4Format@01@@Z,
0x101342d0,0x8c,library,?memcpyMMX@G3D@@YAXPAXPBXH@Z,
0x10134360,0x4e,library,?memfill@G3D@@YAXPAXHK@Z,
0x10134420,0x48,library,?flushPool@BufferPool@G3D@@AAEXPAVMemBlock@12@AAH@Z,
0x10134470,0x4f,library,?malloc@BufferPool@G3D@@AAEPAXPAVMemBlock@12@AAHI@Z,
0x101344c0,0x161,library,?malloc@BufferPool@G3D@@QAEPAXI@Z,
0x10134630,0xfc,library,?free@BufferPool@G3D@@QAEXPAX@Z,
0x10134730,0x11,library,?free@System@G3D@@SAXPAX@Z,
0x10134750,0x15,library,?alignedFree@System@G3D@@SAXPAX@Z,
0x10134750,21,library,,G3D::System::alignedFree
0x10134770,0x2b4,library,?init@System@G3D@@SAXXZ,
0x10134a30,0x3b,library,?getTick@System@G3D@@SANXZ,
0x10134a30,59,library,,G3D::System::getTick
0x10134a70,0xc,library,?getLocalTime@System@G3D@@SANXZ,
0x10134a70,12,library,,G3D::System::getLocalTime
0x10134a80,0xc5,library,??0BufferPool@G3D@@QAE@XZ,
