address,type,symbol
0x102f6908,global,?n@?1???$doDeclare@$1?sLegacyHopperService@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f690c,global,??_B?1???$doDeclare@$1?sLegacyHopperService@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6910,global,?n@?1???$doDeclare@$1?sTool@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6914,global,??_B?1???$doDeclare@$1?sTool@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6918,global,?n@?1???$doDeclare@$1?sFlag@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f691c,global,??_B?1???$doDeclare@$1?sFlag@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6920,global,?n@?1???$doDeclare@$1?sArrowTool@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6924,global,??_B?1???$doDeclare@$1?sArrowTool@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f6928,global,?index@?1???$doGetClassIndex@VControllerService@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f692c,global,??_B?1???$doGetClassIndex@VControllerService@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6930,global,?index@?1???$doGetClassIndex@VStarterPackService@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6934,global,??_B?1???$doGetClassIndex@VStarterPackService@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6938,global,?index@?1???$doGetClassIndex@VSelection@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f693c,global,??_B?1???$doGetClassIndex@VSelection@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6940,global,?minSize@?3??resize@?$Array@PAVIRenderable@RBX@@@G3D@@QAEXH_N@Z@4HB
0x102f6944,global,??_B?3??resize@?$Array@PAVIRenderable@RBX@@@G3D@@QAEXH_N@Z@53
0x102f6948,global,?minSize@?3??resize@?$Array@PAVPrimitive@RBX@@@G3D@@QAEXH_N@Z@4HB
0x102f694c,global,??_B?3??resize@?$Array@PAVPrimitive@RBX@@@G3D@@QAEXH_N@Z@53
0x102f6950,global,?type@?1???$singleton@PAVCamera@RBX@@@RefType@Reflection@RBX@@SAABVType@23@XZ@4V123@A
0x102f6960,global,??_B?1???$singleton@PAVCamera@RBX@@@RefType@Reflection@RBX@@SAABVType@12@XZ@51
0x102f6964,global,?minSize@?3??resize@?$Array@V?$shared_ptr@VPartInstance@RBX@@@boost@@@G3D@@QAEXH_N@Z@4HB
0x102f6968,global,??_B?3??resize@?$Array@V?$shared_ptr@VPartInstance@RBX@@@boost@@@G3D@@QAEXH_N@Z@53
0x102f696c,global,?flag@?1???$declare@$1?sControllerService@RBX@@3PADA@Name@RBX@@SAABV12@XZ@4JA
0x102f6970,global,?flag@?1???$declare@$1?sCamera@RBX@@3PADA@Name@RBX@@SAABV12@XZ@4JA
0x102f6974,global,?flag@?1???$declare@$1?sHopperBin@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6978,global,?flag@?1???$declare@$1?sStarterPackService@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f697c,global,?flag@?1???$declare@$1?sLegacyHopperService@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6980,global,?flag@?1???$declare@$1?sTool@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6984,global,?flag@?1???$declare@$1?sFlag@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6988,global,?flag@?1???$declare@$1?sArrowTool@RBX@@3PADA@Name@RBX@@SAABV12@XZ@4JA
0x102f698c,global,?flag@?1???$getClassIndex@VControllerService@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6990,global,?flag@?1???$getClassIndex@VStarterPackService@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6994,global,?flag@?1???$getClassIndex@VSelection@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6998,global,?stored_vtable@?1???$assign_to@V?$bind_t@NP6ANPAVCodeProfiler@Profiling@RBX@@@ZV?$list1@V?$value@PAVCodeProfiler@Profiling@RBX@@@_bi@boost@@@_bi@boost@@@_bi@boost@@@?$function0@NV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@NP6ANPAVCodeProfiler@Profiling@RBX@@@ZV?$list1@V?$value@PAVCodeProfiler@Profiling@RBX@@@_bi@boost@@@_bi@boost@@@_bi@2@@Z@4U?$basic_vtable0@NV?$allocator@Vfunction_base@boost@@@std@@@function@detail@2@A
0x102f69a0,global,??_B?1???$assign_to@V?$bind_t@NP6ANPAVCodeProfiler@Profiling@RBX@@@ZV?$list1@V?$value@PAVCodeProfiler@Profiling@RBX@@@_bi@boost@@@_bi@boost@@@_bi@boost@@@?$function0@NV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@NP6ANPAVCodeProfiler@Profiling@RBX@@@ZV?$list1@V?$value@PAVCodeProfiler@Profiling@RBX@@@_bi@boost@@@_bi@boost@@@_bi@1@@Z@51
0x102f69a4,global,?isNullClassName@?8???$find@VStarterPackService@RBX@@@ServiceProvider@RBX@@QBEPAVStarterPackService@2@XZ@4_NB
0x102f69a8,global,??_B?8???$find@VStarterPackService@RBX@@@ServiceProvider@RBX@@QBEPAVStarterPackService@1@XZ@58
0x102f69ac,global,?isNullClassName@?8???$find@VSelection@RBX@@@ServiceProvider@RBX@@QBEPAVSelection@2@XZ@4_NB
0x102f69b0,global,??_B?8???$find@VSelection@RBX@@@ServiceProvider@RBX@@QBEPAVSelection@1@XZ@58
0x102f69b4,global,?isNullClassName@?8???$find@VControllerService@RBX@@@ServiceProvider@RBX@@QBEPAVControllerService@2@XZ@4_NB
0x102f69b8,global,??_B?8???$find@VControllerService@RBX@@@ServiceProvider@RBX@@QBEPAVControllerService@1@XZ@58
0x102f69bc,global,?stored_vtable@?1???$assign_to@V?$bind_t@HV?$cmf0@HVWorld@RBX@@@_mfi@boost@@V?$list1@V?$value@PBVWorld@RBX@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function0@HV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@HV?$cmf0@HVWorld@RBX@@@_mfi@boost@@V?$list1@V?$value@PBVWorld@RBX@@@_bi@boost@@@_bi@3@@_bi@2@@Z@4U?$basic_vtable0@HV?$allocator@Vfunction_base@boost@@@std@@@function@detail@2@A
0x102f69c4,global,??_B?1???$assign_to@V?$bind_t@HV?$cmf0@HVWorld@RBX@@@_mfi@boost@@V?$list1@V?$value@PBVWorld@RBX@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function0@HV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@HV?$cmf0@HVWorld@RBX@@@_mfi@boost@@V?$list1@V?$value@PBVWorld@RBX@@@_bi@boost@@@_bi@3@@_bi@1@@Z@51
0x102f69c8,global,?stored_vtable@?1???$assign_to@V?$bind_t@HV?$cmf1@HVWorld@RBX@@W4MetricType@IWorldStage@2@@_mfi@boost@@V?$list2@V?$value@PBVWorld@RBX@@@_bi@boost@@V?$value@W4MetricType@IWorldStage@RBX@@@23@@_bi@3@@_bi@boost@@@?$function0@HV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@HV?$cmf1@HVWorld@RBX@@W4MetricType@IWorldStage@2@@_mfi@boost@@V?$list2@V?$value@PBVWorld@RBX@@@_bi@boost@@V?$value@W4MetricType@IWorldStage@RBX@@@23@@_bi@3@@_bi@2@@Z@4U?$basic_vtable0@HV?$allocator@Vfunction_base@boost@@@std@@@function@detail@2@A
0x102f69d0,global,??_B?1???$assign_to@V?$bind_t@HV?$cmf1@HVWorld@RBX@@W4MetricType@IWorldStage@2@@_mfi@boost@@V?$list2@V?$value@PBVWorld@RBX@@@_bi@boost@@V?$value@W4MetricType@IWorldStage@RBX@@@23@@_bi@3@@_bi@boost@@@?$function0@HV?$allocator@Vfunction_base@boost@@@std@@@boost@@AAEXV?$bind_t@HV?$cmf1@HVWorld@RBX@@W4MetricType@IWorldStage@2@@_mfi@boost@@V?$list2@V?$value@PBVWorld@RBX@@@_bi@boost@@V?$value@W4MetricType@IWorldStage@RBX@@@23@@_bi@3@@_bi@1@@Z@51
0x102f69d8,global,?foo@?1??classDescriptor@?$Described@VRootInstance@RBX@@$1?sRootInstance@2@3PADAVModelInstance@2@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f6a60,global,??_B?1??classDescriptor@?$Described@VRootInstance@RBX@@$1?sRootInstance@2@3PADAVModelInstance@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f6a68,global,?foo@?1??classDescriptor@?$Described@VWorkspace@RBX@@$1?sWorkspace@2@3PADAV?$NonFactoryProduct@VRootInstance@RBX@@$1?sWorkspace@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f6af0,global,??_B?1??classDescriptor@?$Described@VWorkspace@RBX@@$1?sWorkspace@2@3PADAV?$NonFactoryProduct@VRootInstance@RBX@@$1?sWorkspace@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f6af4,global,?validatingDebug@Debugable@RBX@@2_NA
0x102f6b0c,global,?n@?1???$doDeclare@$1?sServiceProvider@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b10,global,??_B?1???$doDeclare@$1?sServiceProvider@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b14,global,?n@?1???$doDeclare@$0A@@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b18,global,??_B?1???$doDeclare@$0A@@Name@RBX@@CAABV01@XZ@51
0x102f6b1c,global,?n@?1???$doDeclare@$1?sLocalBackpackItem@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b20,global,??_B?1???$doDeclare@$1?sLocalBackpackItem@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b24,global,?n@?1???$doDeclare@$1?sLocalBackpack@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b28,global,??_B?1???$doDeclare@$1?sLocalBackpack@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b2c,global,?n@?1???$doDeclare@$1?sSnap@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b30,global,??_B?1???$doDeclare@$1?sSnap@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b34,global,?n@?1???$doDeclare@$1?sWeld@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b38,global,??_B?1???$doDeclare@$1?sWeld@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b3c,global,?n@?1???$doDeclare@$1?sGlue@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b40,global,??_B?1???$doDeclare@$1?sGlue@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b44,global,?n@?1???$doDeclare@$1?sRotate@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b48,global,??_B?1???$doDeclare@$1?sRotate@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b4c,global,?n@?1???$doDeclare@$1?sRotateP@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b50,global,??_B?1???$doDeclare@$1?sRotateP@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b54,global,?n@?1???$doDeclare@$1?sRotateV@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b58,global,??_B?1???$doDeclare@$1?sRotateV@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b5c,global,?n@?1???$doDeclare@$1?sMotor@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b60,global,??_B?1???$doDeclare@$1?sMotor@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b64,global,?n@?1???$doDeclare@$1?sBackpack@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b68,global,??_B?1???$doDeclare@$1?sBackpack@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b6c,global,?n@?1???$doDeclare@$1?sTeams@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b70,global,??_B?1???$doDeclare@$1?sTeams@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b74,global,?n@?1???$doDeclare@$1?sAccoutrement@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b78,global,??_B?1???$doDeclare@$1?sAccoutrement@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b7c,global,?n@?1???$doDeclare@$1?sHat@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b80,global,??_B?1???$doDeclare@$1?sHat@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6b84,global,?n@?1???$doDeclare@$1?sPlayers@Network@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6b88,global,??_B?1???$doDeclare@$1?sPlayers@Network@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f6b8c,global,?index@?1???$doGetClassIndex@VLocalBackpack@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6b90,global,??_B?1???$doGetClassIndex@VLocalBackpack@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6b94,global,?index@?1???$doGetClassIndex@VSoundService@Soundscape@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6b98,global,??_B?1???$doGetClassIndex@VSoundService@Soundscape@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6b9c,global,?index@?1???$doGetClassIndex@VJointsService@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6ba0,global,??_B?1???$doGetClassIndex@VJointsService@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6ba4,global,?index@?1???$doGetClassIndex@VPlayers@Network@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6ba8,global,??_B?1???$doGetClassIndex@VPlayers@Network@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6bac,global,?index@?1???$doGetClassIndex@VTeams@RBX@@@ServiceProvider@RBX@@CAIXZ@4IA
0x102f6bb0,global,??_B?1???$doGetClassIndex@VTeams@RBX@@@ServiceProvider@RBX@@CAIXZ@51
0x102f6bb4,global,?flag@?1???$declare@$1?sServiceProvider@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bb8,global,?flag@?1???$declare@$0A@@Name@RBX@@SAABV12@XZ@4JA
0x102f6bbc,global,?flag@?1???$declare@$1?sLocalBackpackItem@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bc0,global,?flag@?1???$declare@$1?sLocalBackpack@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bc4,global,?flag@?1???$declare@$1?sSnap@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bc8,global,?flag@?1???$declare@$1?sWeld@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bcc,global,?flag@?1???$declare@$1?sGlue@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bd0,global,?flag@?1???$declare@$1?sRotate@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bd4,global,?flag@?1???$declare@$1?sRotateP@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bd8,global,?flag@?1???$declare@$1?sRotateV@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bdc,global,?flag@?1???$declare@$1?sMotor@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6be0,global,?flag@?1???$declare@$1?sBackpack@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6be4,global,?flag@?1???$declare@$1?sTeams@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6be8,global,?flag@?1???$declare@$1?sAccoutrement@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bec,global,?flag@?1???$declare@$1?sHat@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6bf0,global,?flag@?1???$declare@$1?sPlayers@Network@RBX@@3PADA@Name@RBX@@SAABV12@XZ@4JA
0x102f6bf4,global,?flag@?1???$getClassIndex@VLocalBackpack@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6bf8,global,?flag@?1???$getClassIndex@VSoundService@Soundscape@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6bfc,global,?flag@?1???$getClassIndex@VJointsService@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6c00,global,?flag@?1???$getClassIndex@VPlayers@Network@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6c04,global,?flag@?1???$getClassIndex@VTeams@RBX@@@ServiceProvider@RBX@@CAIXZ@4JA
0x102f6c08,global,?isNullClassName@?8???$find@VLocalBackpack@RBX@@@ServiceProvider@RBX@@QBEPAVLocalBackpack@2@XZ@4_NB
0x102f6c0c,global,??_B?8???$find@VLocalBackpack@RBX@@@ServiceProvider@RBX@@QBEPAVLocalBackpack@1@XZ@58
0x102f6c10,global,?isNullClassName@?8???$find@VSoundService@Soundscape@RBX@@@ServiceProvider@RBX@@QBEPAVSoundService@Soundscape@2@XZ@4_NB
0x102f6c14,global,??_B?8???$find@VSoundService@Soundscape@RBX@@@ServiceProvider@RBX@@QBEPAVSoundService@Soundscape@1@XZ@58
0x102f6c18,global,?isNullClassName@?8???$find@VJointsService@RBX@@@ServiceProvider@RBX@@QBEPAVJointsService@2@XZ@4_NB
0x102f6c1c,global,??_B?8???$find@VJointsService@RBX@@@ServiceProvider@RBX@@QBEPAVJointsService@1@XZ@58
0x102f6c20,global,?isNullClassName@?8???$find@VTeams@RBX@@@ServiceProvider@RBX@@QBEPAVTeams@2@XZ@4_NB
0x102f6c24,global,??_B?8???$find@VTeams@RBX@@@ServiceProvider@RBX@@QBEPAVTeams@1@XZ@58
0x102f6c28,global,?isNullClassName@?8???$find@VPlayers@Network@RBX@@@ServiceProvider@RBX@@QBEPAVPlayers@Network@2@XZ@4_NB
0x102f6c2c,global,??_B?8???$find@VPlayers@Network@RBX@@@ServiceProvider@RBX@@QBEPAVPlayers@Network@1@XZ@58
0x102f6c30,global,?foo@?1??classDescriptor@?$Described@VDataModel@RBX@@$1?sDataModel@2@3QBDBV?$NonFactoryProduct@VServiceProvider@RBX@@$1?sDataModel@2@3QBDB@2@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f6cb8,global,??_B?1??classDescriptor@?$Described@VDataModel@RBX@@$1?sDataModel@2@3QBDBV?$NonFactoryProduct@VServiceProvider@RBX@@$1?sDataModel@2@3QBDB@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f6cd4,global,?n@?1???$doDeclare@$1?sDataModel@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f6cd8,global,??_B?1???$doDeclare@$1?sDataModel@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f6cdc,global,?flag@?1???$declare@$1?sDataModel@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f6ce0,global,?stored_vtable@?1???$assign_to@VGenericSlotAdapter@?$SignalDescImpl@$0A@$$A6AXXZ@Reflection@RBX@@@?$function0@XV?$allocator@X@std@@@boost@@AAEXVGenericSlotAdapter@?$SignalDescImpl@$0A@$$A6AXXZ@Reflection@RBX@@@Z@4U?$basic_vtable0@XV?$allocator@X@std@@@function@detail@2@A
0x102f6ce8,global,??_B?1???$assign_to@VGenericSlotAdapter@?$SignalDescImpl@$0A@$$A6AXXZ@Reflection@RBX@@@?$function0@XV?$allocator@X@std@@@boost@@AAEXVGenericSlotAdapter@?$SignalDescImpl@$0A@$$A6AXXZ@Reflection@RBX@@@Z@51
0x102f6f89,global,?soundDisabled@SoundService@Soundscape@RBX@@2_NA
0x102f6fdc,global,?sound_desc_playOnRemove@SoundChannel@Soundscape@RBX@@2V?$BoundProp@_N$00@Reflection@3@A
0x102f7080,global,?prop_rolloffscale@SoundService@Soundscape@RBX@@2V?$BoundProp@M$00@Reflection@3@A
0x102f709c,global,?prop_distancefactor@SoundService@Soundscape@RBX@@2V?$BoundProp@M$00@Reflection@3@A
0x102f7108,global,?prop_dopplerscale@SoundService@Soundscape@RBX@@2V?$BoundProp@M$00@Reflection@3@A
0x102f7124,global,?prop_AmbientReverb@SoundService@Soundscape@RBX@@2V?$EnumPropDescriptor@VSoundService@Soundscape@RBX@@W4ReverbType@23@@Reflection@3@A
0x102f7160,global,?n@?1???$doDeclare@$1?sGameSettings@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f7164,global,??_B?1???$doDeclare@$1?sGameSettings@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f7168,global,?n@?1???$doDeclare@$1?sStockSound@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f716c,global,??_B?1???$doDeclare@$1?sStockSound@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f7170,global,?flag@?1???$declare@$1?sGameSettings@RBX@@3QBDB@Name@RBX@@SAABV12@XZ@4JA
0x102f7174,global,?flag@?1???$declare@$1?sStockSound@@3PADA@Name@RBX@@SAABV12@XZ@4JA
0x102f7178,global,?sing@?$GlobalSettingsItem@VGameSettings@RBX@@$1?sGameSettings@2@3QBDB@RBX@@0PAV12@A
0x102f7188,global,?foo@?1??classDescriptor@?$Described@VSoundService@Soundscape@RBX@@$1?sSoundService@23@3PADAV?$FactoryProduct@VSoundService@Soundscape@RBX@@VInstance@3@$1?sSoundService@23@3PADA@3@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f7210,global,??_B?1??classDescriptor@?$Described@VSoundService@Soundscape@RBX@@$1?sSoundService@23@3PADAV?$FactoryProduct@VSoundService@Soundscape@RBX@@VInstance@3@$1?sSoundService@23@3PADA@3@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f7218,global,?foo@?1??classDescriptor@?$Described@VSoundChannel@Soundscape@RBX@@$1?sSoundChannel@23@3PADAV?$FactoryProduct@VSoundChannel@Soundscape@RBX@@VInstance@3@$1?sSoundChannel@23@3PADA@3@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f72a0,global,??_B?1??classDescriptor@?$Described@VSoundChannel@Soundscape@RBX@@$1?sSoundChannel@23@3PADAV?$FactoryProduct@VSoundChannel@Soundscape@RBX@@VInstance@3@$1?sSoundChannel@23@3PADA@3@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f72a8,global,?foo@?1??classDescriptor@?$Described@VStockSound@@$1?sStockSound@@3PADAV?$FactoryProduct@VStockSound@@VSoundChannel@Soundscape@RBX@@$1?sStockSound@@3PADA@RBX@@@Reflection@RBX@@SAAAVClassDescriptor@34@XZ@4V534@A
0x102f7330,global,??_B?1??classDescriptor@?$Described@VStockSound@@$1?sStockSound@@3PADAV?$FactoryProduct@VStockSound@@VSoundChannel@Soundscape@RBX@@$1?sStockSound@@3PADA@RBX@@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ@51
0x102f7338,global,?s@?1??singleton@?$EnumDesc@W4ReverbType@Soundscape@RBX@@@Reflection@RBX@@SAABV234@XZ@4V234@A
0x102f73d0,global,??_B?1??singleton@?$EnumDesc@W4ReverbType@Soundscape@RBX@@@Reflection@RBX@@SAABV123@XZ@51
0x102f73d8,global,?s@?1??singleton@?$EnumDesc@W4SoundType@RBX@@@Reflection@RBX@@SAABV234@XZ@4V234@A
0x102f7470,global,??_B?1??singleton@?$EnumDesc@W4SoundType@RBX@@@Reflection@RBX@@SAABV123@XZ@51
0x102f7474,global,?markTlsIndex@Mark@Profiling@RBX@@2KA
0x102f7478,global,?n@?1???$doDeclare@$1?sShirtGraphic@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f747c,global,??_B?1???$doDeclare@$1?sShirtGraphic@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f7480,global,?n@?1???$doDeclare@$1?sShirt@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f7484,global,??_B?1???$doDeclare@$1?sShirt@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f7488,global,?n@?1???$doDeclare@$1?sBodyColors@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f748c,global,??_B?1???$doDeclare@$1?sBodyColors@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f7490,global,?n@?1???$doDeclare@$1?sSkin@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f7494,global,??_B?1???$doDeclare@$1?sSkin@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f7498,global,?n@?1???$doDeclare@$1?sExplosion@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f749c,global,??_B?1???$doDeclare@$1?sExplosion@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f74a0,global,?n@?1???$doDeclare@$1?sMotorFeature@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74a4,global,??_B?1???$doDeclare@$1?sMotorFeature@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f74a8,global,?n@?1???$doDeclare@$1?sHole@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74ac,global,??_B?1???$doDeclare@$1?sHole@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f74b0,global,?n@?1???$doDeclare@$1?sVelocityMotor@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74b4,global,??_B?1???$doDeclare@$1?sVelocityMotor@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f74b8,global,?n@?1???$doDeclare@$1?sFlagStand@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74bc,global,??_B?1???$doDeclare@$1?sFlagStand@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f74c0,global,?n@?1???$doDeclare@$1?sFlagStandService@RBX@@3QBDB@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74c4,global,??_B?1???$doDeclare@$1?sFlagStandService@RBX@@3QBDB@Name@RBX@@CAABV01@XZ@51
0x102f74c8,global,?n@?1???$doDeclare@$1?sForceField@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74cc,global,??_B?1???$doDeclare@$1?sForceField@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
0x102f74d0,global,?n@?1???$doDeclare@$1?sGeometryService@RBX@@3PADA@Name@RBX@@CAABV12@XZ@4ABV12@B
0x102f74d4,global,??_B?1???$doDeclare@$1?sGeometryService@RBX@@3PADA@Name@RBX@@CAABV01@XZ@51
