address,size,type,symbol,name
0x10013080,0x83,library,?Free@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEHPAUHINSTANCE__@@@Z,
0x10013110,0x77,library,?AddRefModule@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEHPAUHINSTANCE__@@@Z,
0x10013190,0x7e,library,?ReleaseModule@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEHPAUHINSTANCE__@@@Z,
0x10013210,0x82,library,?GetEntries@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEJKPAUDLL_CACHE_ENTRY@2@PAK@Z,
0x100132a0,0x167,library,?Flush@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEJXZ,
0x10013410,0x10,library,?Execute@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEJKPAX@Z,
0x10013420,0x17,library,?CloseHandle@?$CDllCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCDllCachePeer@2@@ATL@@UAEJPAX@Z,
0x10013440,0x19,library,?Execute@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAEJKPAX@Z,
0x10013460,0x1a,library,?CloseHandle@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAEJPAX@Z,
0x10013480,0x9f,library,??1?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@QAE@XZ,
0x10013520,0x122,library,?QueryInterface@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJABU_GUID@@PAPAX@Z,
0x10013650,0x270,library,?AddFile@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJPBD0PAU_FILETIME@@PAXPAPAU__CACHEITEM@2@@Z,
0x100138c0,0x2f,library,?OnDestroyEntry@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAEXPBUNodeType@?$CMemoryCacheBase@V?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@PADU?$CCacheDataPeer@VCPageCachePeer@ATL@@@2@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@2@V?$CStringElementTraits@V?$CFixedStringT@V?$CStringT@DV?$StrTraitATL@DV?$ChTraitsCRT@D@ATL@@@ATL@@@ATL@@$0IA@@ATL@@@2@VCOldFlusher@2@VCExpireCuller@2@VCComCriticalSection@2@VCNoStatClass@2@@2@@Z,
0x100138f0,0xbc,library,?LookupFile@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJPBDPAPAU__CACHEITEM@2@@Z,
0x100139b0,0x34,library,?GetFile@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJQAU__CACHEITEM@2@PAPADPAPAX@Z,
0x100139f0,0x4f,library,?ReleaseFile@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJQAU__CACHEITEM@2@@Z,
0x10013a40,0x13,library,?RemoveFile@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJQAU__CACHEITEM@2@@Z,
0x10013a60,0xcc,library,?RemoveFileByName@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJPBD@Z,
0x10013b30,0x11,library,?Flush@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJXZ,
0x10013b50,0x10,library,?SetMaxAllowedSize@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJK@Z,
0x10013b60,0x1e,library,?GetMaxAllowedSize@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJPAK@Z,
0x10013b80,0x10,library,?SetMaxAllowedEntries@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJK@Z,
0x10013b90,0x1e,library,?GetMaxAllowedEntries@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJPAK@Z,
0x10013bb0,0xf,library,?ResetCache@?$CFileCache@V?$CWorkerThread@VCRTThreadTraits@ATL@@@ATL@@VCNoStatClass@2@VCPageCachePeer@2@VCOldFlusher@2@VCComCriticalSection@2@VCExpireCuller@2@@ATL@@UAGJXZ,
