address,size,symbol,name
0x1006de90,0x78,??$create@VLegacyHopperService@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VLegacyHopperService@RBX@@@boost@@XZ,
0x1006df10,0xaf,?create@Creator@?$FactoryProduct@VLegacyHopperService@RBX@@VHopper@2@$1?sLegacyHopperService@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x1006e120,0x7a,??$create@VTool@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VTool@RBX@@@boost@@XZ,
0x1006e1a0,0xaf,?create@Creator@?$FactoryProduct@VTool@RBX@@VBackpackItem@2@$1?sTool@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x1006e390,0x7a,??$create@VFlag@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VFlag@RBX@@@boost@@XZ,
0x1006e410,0xaf,?create@Creator@?$FactoryProduct@VFlag@RBX@@VTool@2@$1?sFlag@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x1006eeb0,0x17f,?insertContent@Workspace@RBX@@QAEXVContentId@2@AAV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@W4InsertMode@2@W4PromptMode@2@@Z,
0x1006f380,0x1a0,?insertContent@Workspace@RBX@@QAE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z,
0x1006fc30,0xa6,??0?$BoundFuncDesc@VWorkspace@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@QAE@P8Workspace@2@AE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@ZPBD2W4Security@FunctionDescriptor@12@@Z,
0x1006fce0,0xd2,??$call@V?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@@?$BoundFuncDesc@VWorkspace@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@ABEXPAVWorkspace@2@AAVValue@12@1@Z,
0x1006fdc0,0xce,?execute@?$BoundFuncDesc@VWorkspace@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x1006fe90,0xa6,??0?$BoundFuncDesc@VWorkspace@RBX@@$$A6AXV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@@Z$00@Reflection@RBX@@QAE@P8Workspace@2@AEXV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@@ZPBD2W4Security@FunctionDescriptor@12@@Z,
0x1006ff40,0x104,?execute@?$BoundFuncDesc@VWorkspace@RBX@@$$A6AXV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@@Z$00@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x10070300,0xd7,??$create@V?$TypedStatsItem@N@Stats@RBX@@V?$function0@NV?$allocator@Vfunction_base@boost@@@std@@@boost@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@V?$TypedStatsItem@N@Stats@RBX@@@boost@@V?$function0@NV?$allocator@Vfunction_base@boost@@@std@@@3@@Z,
0x10070f60,0x82,??$create@VWorkspaceStatsItem@RBX@@PAVWorkspace@2@PAVWorld@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VWorkspaceStatsItem@RBX@@@boost@@PAVWorkspace@1@PAVWorld@1@@Z,
0x10071420,0x50,?setUiMessage@DataModel@RBX@@QAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10071620,0xb4,?doHttpGet@DataModel@RBX@@CA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@@Z,
0x100716e0,0x119,?doHttpPost@DataModel@RBX@@CA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0@Z,
0x100719f0,0x55,?declareSignature@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@AAEXPBD0@Z,
0x10071a50,0x76,?declareSignature@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@AAEXPBD00@Z,
0x10072860,0x424,?evaluate@DataModel@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABV34@@Z,
0x10073e70,0x97,??$create@VWorkspace@RBX@@PAVDataModel@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VWorkspace@RBX@@@boost@@PAVDataModel@1@@Z,
0x10073f10,0x78,??$create@VGuiRoot@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VGuiRoot@RBX@@@boost@@XZ,
0x10074110,0x78,??$create@VLocalBackpack@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VLocalBackpack@RBX@@@boost@@XZ,
0x10074260,0x78,??$create@VPlayers@Network@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VPlayers@Network@RBX@@@boost@@XZ,
0x10075300,0x78,??$create@VJointsService@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VJointsService@RBX@@@boost@@XZ,
0x10076300,0x78,??$create@VLocalBackpackItem@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VLocalBackpackItem@RBX@@@boost@@XZ,
0x10076380,0xaf,?create@Creator@?$FactoryProduct@VLocalBackpackItem@RBX@@VWidget@2@$1?sLocalBackpackItem@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x10076430,0xaf,?create@Creator@?$FactoryProduct@VLocalBackpack@RBX@@VRelativePanel@2@$1?sLocalBackpack@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x100774c0,0x78,??$create@VMotor@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VMotor@RBX@@@boost@@XZ,
0x10077730,0x78,??$create@VBackpack@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VBackpack@RBX@@@boost@@XZ,
0x100777b0,0xaf,?create@Creator@?$FactoryProduct@VBackpack@RBX@@VHopper@2@$1?sBackpack@2@3QBDB@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x100788b0,0x67,??1?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@UAE@XZ,
0x10078920,0x7b,??1?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@UAE@XZ,
0x10079bf0,0x1f4,?get@DataModel@RBX@@QAE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z,
0x10079e50,0x9f,??0?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@QAE@P8DataModel@2@AE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@ZPBD2W4Security@FunctionDescriptor@12@@Z,
0x10079ef0,0xbf,??$call@V?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@ABEXPAVDataModel@2@AAVValue@12@1@Z,
0x10079fb0,0xce,?execute@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@VContentId@2@@Z$00@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x1007a210,0xb1,??0?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@QAE@P8DataModel@2@AE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V45@_N@ZPBD331W4Security@FunctionDescriptor@12@@Z,
0x1007a2d0,0xb1,??$call@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@ABEXPAVDataModel@2@AAVValue@12@11@Z,
0x1007a390,0x11a,?execute@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x1007a4b0,0x1e,??_E?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z$01@Reflection@RBX@@UAEPAXI@Z,
0x1007a4d0,0xc3,??0?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@QAE@P8DataModel@2@AE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V45@0_N@ZPBD3331W4Security@FunctionDescriptor@12@@Z,
0x1007a5a0,0xda,??$call@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@ABEXPAVDataModel@2@AAVValue@12@111@Z,
0x1007a680,0x166,?execute@?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x1007a7f0,0x1e,??_E?$BoundFuncDesc@VDataModel@RBX@@$$A6A?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z$02@Reflection@RBX@@UAEPAXI@Z,
0x1007a8e0,0x9f,??0?$BoundFuncDesc@VDataModel@RBX@@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z$00@Reflection@RBX@@QAE@P8DataModel@2@AEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@ZPBD2W4Security@FunctionDescriptor@12@@Z,
0x1007a980,0xe0,?execute@?$BoundFuncDesc@VDataModel@RBX@@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z$00@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x1007bf30,0x78,??$create@VDataModel@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VDataModel@RBX@@@boost@@XZ,
0x1007c120,0xa8,?createDataModel@DataModel@RBX@@SA?AV?$shared_ptr@VDataModel@RBX@@@boost@@XZ,
0x1007c1d0,0xdb,?connectGeneric@?$SignalDescImpl@$0A@$$A6AXXZ@Reflection@RBX@@MBE?AVconnection@signals@boost@@PAVSignalInstance@23@PAVGenericSlotWrapper@23@W4connect_position@56@@Z,
0x1007c4a0,0x202,?httpGet@DataModel@RBX@@QAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@_N@Z,
0x1007c6b0,0x26c,?httpPost@DataModel@RBX@@QAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V34@0_N@Z,
0x1007c9c0,0x17,?getCameraCoordinateFrame@Camera@RBX@@QBE?AVCoordinateFrame@G3D@@XZ,
0x1007d570,0xc1,?convert@@YA_NABVVector3@G3D@@AAUFMOD_VECTOR@@@Z,
0x1007d700,0x5b,??$getset@P8SoundChannel@Soundscape@RBX@@BEMXZP8123@AEXM@Z@?$PropDescriptor@VSoundChannel@Soundscape@RBX@@M@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@M@Reflection@RBX@@@std@@P8SoundChannel@Soundscape@2@BEMXZP8562@AEXM@Z@Z,
0x1007d760,0x4d,??$getset@P8SoundChannel@Soundscape@RBX@@BE_NXZH@?$PropDescriptor@VSoundChannel@Soundscape@RBX@@_N@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@_N@Reflection@RBX@@@std@@P8SoundChannel@Soundscape@2@BE_NXZH@Z,
0x1007da70,0x7d,?convertToValue@?$StringConverter@VMeshId@RBX@@@RBX@@SA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAVMeshId@2@@Z,
0x1007dd60,0xdf,??$for_each@Viterator@?$_Tree@V?$_Tmap_traits@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@U?$less@VSoundId@Soundscape@RBX@@@std@@V?$allocator@U?$pair@$$CBVSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@std@@@7@$0A@@std@@@std@@P6AXABU?$pair@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@3@@Z@std@@YAP6AXABU?$pair@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@0@@ZViterator@?$_Tree@V?$_Tmap_traits@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@U?$less@VSoundId@Soundscape@RBX@@@std@@V?$allocator@U?$pair@$$CBVSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@std@@@7@$0A@@std@@@0@1P6AX0@Z@Z,
0x1007de40,0x6c,??0?$TypedPropertyDescriptor@VSoundId@Soundscape@RBX@@@Reflection@RBX@@IAE@AAVClassDescriptor@12@PBD1V?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VSoundId@Soundscape@RBX@@@Reflection@RBX@@@std@@W4Functionality@PropertyDescriptor@12@@Z,
0x1007e080,0x5b,??$getset@P8SoundService@Soundscape@RBX@@BE?AW4ReverbType@23@XZP8123@AEXABW4423@@Z@?$PropDescriptor@VSoundService@Soundscape@RBX@@W4ReverbType@23@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@W4ReverbType@Soundscape@RBX@@@Reflection@RBX@@@std@@P8SoundService@Soundscape@2@BE?AW4ReverbType@62@XZP8562@AEXABW4762@@Z@Z,
0x1007e0e0,0x5b,??$getset@P8SoundChannel@Soundscape@RBX@@BE?AVSoundId@23@XZP8123@AEXV423@@Z@?$PropDescriptor@VSoundChannel@Soundscape@RBX@@VSoundId@23@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VSoundId@Soundscape@RBX@@@Reflection@RBX@@@std@@P8SoundChannel@Soundscape@2@BE?AVSoundId@62@XZP8562@AEXV762@@Z@Z,
0x1007e140,0x5b,??$getset@P8SoundChannel@Soundscape@RBX@@BEHXZP8123@AEXH@Z@?$PropDescriptor@VSoundChannel@Soundscape@RBX@@H@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@H@Reflection@RBX@@@std@@P8SoundChannel@Soundscape@2@BEHXZP8562@AEXH@Z@Z,
0x1007e1a0,0x5b,??$getset@P8SoundChannel@Soundscape@RBX@@BE_NXZP8123@AEX_N@Z@?$PropDescriptor@VSoundChannel@Soundscape@RBX@@_N@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@_N@Reflection@RBX@@@std@@P8SoundChannel@Soundscape@2@BE_NXZP8562@AEX_N@Z@Z,
0x1007e440,0x71,?getStringValue@?$TypedPropertyDescriptor@VMeshId@RBX@@@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@23@@Z,
0x1007e4c0,0xb4,?setStringValue@?$TypedPropertyDescriptor@VMeshId@RBX@@@Reflection@RBX@@UBE_NPAVDescribedBase@23@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x1007e5a0,0x7c,?getSoundStats@SoundService@Soundscape@RBX@@CAXABV?$map@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@U?$less@VSoundId@Soundscape@RBX@@@std@@V?$allocator@U?$pair@$$CBVSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@std@@@7@@std@@AAI1@Z,
0x10080750,0xd1,?gcSounds@SoundService@Soundscape@RBX@@CAXAAV?$map@VSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@U?$less@VSoundId@Soundscape@RBX@@@std@@V?$allocator@U?$pair@$$CBVSoundId@Soundscape@RBX@@V?$shared_ptr@VSound@Soundscape@RBX@@@boost@@@std@@@7@@std@@@Z,
0x10081930,0x1ea,?loadSound@SoundService@Soundscape@RBX@@QAE?AV?$shared_ptr@VSound@Soundscape@RBX@@@boost@@VSoundId@23@_N@Z,
0x100824b0,0x3a,?getStringValue@?$EnumPropDescriptor@VSoundService@Soundscape@RBX@@W4ReverbType@23@@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@23@@Z,
0x100824f0,0x45,?setStringValue@?$EnumPropDescriptor@VSoundService@Soundscape@RBX@@W4ReverbType@23@@Reflection@RBX@@UBE_NPAVDescribedBase@23@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100830e0,0x7d,??$create@V?$TypedStatsItem@I@Stats@RBX@@PBI@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@V?$TypedStatsItem@I@Stats@RBX@@@boost@@PBI@Z,
0x100838c0,0x7d,??$create@VSoundServiceStatsItem@@PAVSoundService@Soundscape@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VSoundServiceStatsItem@@@boost@@PAVSoundService@Soundscape@1@@Z,
0x10083ce0,0x78,??$create@VStockSound@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VStockSound@@@boost@@XZ,
0x10083d60,0x141,?loadStockSound@SoundService@Soundscape@RBX@@AAEXW4SoundType@3@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100840c0,0xaf,?create@Creator@?$FactoryProduct@VStockSound@@VSoundChannel@Soundscape@RBX@@$1?sStockSound@@3PADA@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x10084a50,0x67,??0XmlNameValuePair@@QAE@ABVName@RBX@@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10084b30,0x82,?isCloseTag@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10084bc0,0x84,?endsWithClose@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10084c90,0x185,?readFirstTag@TextXmlParser@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x10084e20,0xc7,?readTag@TextXmlParser@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x10084ef0,0x262,?decodeString@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@Z,
0x10085160,0xc8,?readText@TextXmlParser@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@_N@Z,
0x10085230,0x9a,?removeTag@TextXmlParser@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABV23@AAH@Z,
0x100852d0,0x150,?findNextToken@TextXmlParser@@AAE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABV23@AAH@Z,
0x100855f0,0x7f,?_getCharType@?$base64@DU?$char_traits@D@std@@@@IBEHH@Z,
0x10085670,0x5e,??$?0V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@XmlAttribute@@QAE@ABVName@RBX@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10085990,0x97,??$addAttribute@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@XmlElement@@QAEXABVName@RBX@@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10085a30,0x44e,??$get@V?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@V?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@H@?$base64@DU?$char_traits@D@std@@@@QBE?AV?$istreambuf_iterator@DU?$char_traits@D@std@@@std@@V12@0V?$ostreambuf_iterator@DU?$char_traits@D@std@@@2@AAH@Z,
0x10086310,0x27b,?parseAttributes@TextXmlParser@@AAEPAVXmlElement@@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10087650,0x8eb,?parse@TextXmlParser@@UAE?AV?$auto_ptr@VXmlElement@@@std@@XZ,
0x1008aa40,0x78,??$create@VVelocityMotor@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VVelocityMotor@RBX@@@boost@@XZ,
0x1008acb0,0x7a,??$create@VFlagStand@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VFlagStand@RBX@@@boost@@XZ,
0x1008ad30,0xaf,?create@Creator@?$FactoryProduct@VFlagStand@RBX@@VPartInstance@2@$1?sFlagStand@2@3PADA@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x1008d7d0,0x7a,??$create@VSpawnLocation@RBX@@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VSpawnLocation@RBX@@@boost@@XZ,
0x1008d850,0xaf,?create@Creator@?$FactoryProduct@VSpawnLocation@RBX@@VPartInstance@2@$1?sSpawnLocation@2@3PADA@RBX@@UBE?AV?$shared_ptr@VObject@RBX@@@boost@@XZ,
0x10090970,0xd1,?convertToString@?$StringConverter@VVector3@G3D@@@RBX@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVVector3@G3D@@@Z,
0x10090a50,0xbe,?convertToString@?$StringConverter@VCoordinateFrame@G3D@@@RBX@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVCoordinateFrame@G3D@@@Z,
0x10090b10,0x10b,?convertToValue@?$StringConverter@VVector3@G3D@@@RBX@@SA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAVVector3@G3D@@@Z,
0x10090c20,0x25,?convertToString@?$StringConverter@VBrickColor@RBX@@@RBX@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVBrickColor@2@@Z,
0x10090c50,0x53,?convertToString@?$StringConverter@VColor3@G3D@@@RBX@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVColor3@G3D@@@Z,
0x10090cb0,0x344,?convertToValue@?$StringConverter@VColor3@G3D@@@RBX@@SA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAVColor3@G3D@@@Z,
0x100923f0,0x149,?insert@BrickMap@BrickColor@RBX@@AAEXW4Number@23@EEEV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x10093d10,0x9,?colorPalette@BrickColor@RBX@@SAABV?$vector@VBrickColor@RBX@@V?$allocator@VBrickColor@RBX@@@std@@@std@@XZ,
0x10094000,0x41,?name@BrickColor@RBX@@QBEABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,
0x10094050,0x5e,?color4@BrickColor@RBX@@QBE?AVColor4@G3D@@XZ,
0x10094700,0x54c,?getG3DSky@Sky@RBX@@SA?AV?$ReferenceCountedPointer@VSky@G3D@@@G3D@@PAV12@@Z,
0x10095c50,0x1f3,?getSignalInstance@SignalDescriptor@Reflection@RBX@@QBE?AV?$shared_ptr@VSignalInstance@Reflection@RBX@@@boost@@AAVSignalSource@23@@Z,
0x10095e50,0x21,?getSignalInstance@Signal@Reflection@RBX@@QBE?AV?$shared_ptr@VSignalInstance@Reflection@RBX@@@boost@@XZ,
0x10098620,0x20d,?loadInstances@SerializerV2@@QAEXPAVXmlElement@@AAV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@Z,
0x10098970,0x1ba,?loadXML@SerializerV2@@QAEXAAV?$basic_istream@DU?$char_traits@D@std@@@std@@PAVDataModel@RBX@@@Z,
0x10098b30,0x43d,?load@SerializerV2@@QAEXAAV?$basic_istream@DU?$char_traits@D@std@@@std@@PAVDataModel@RBX@@@Z,
