address,size,symbol,name
0x100d1000,0x37,?translucentBackdrop@GuiItem@RBX@@SAABVColor4@G3D@@XZ,
0x100d10b0,0xcb,?label2d@GuiItem@RBX@@IBEXPAVAdorn@2@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@ABVColor4@G3D@@2W4XAlign@32@@Z,
0x100d1270,0x72,?toPixelSize@GuiRoot@RBX@@SA?AVVector2@G3D@@ABV34@@Z,
0x100d1360,0xf1,?getPosition@RelativePanel@RBX@@UBE?AVVector2@G3D@@XZ,
0x100d1460,0x69,?getMyRect2D@GuiItem@RBX@@IBE?AVRect2D@G3D@@XZ,
0x100d16c0,0x18,?getSize@GuiRoot@RBX@@EBE?AVVector2@G3D@@XZ,
0x100d17c0,0x103,?getSize@TopMenuBar@RBX@@UBE?AVVector2@G3D@@XZ,
0x100d18d0,0x11b,?getChildPosition@TopMenuBar@RBX@@MBE?AVVector2@G3D@@PBVGuiItem@2@@Z,
0x100d5be0,0x30,?getSize@BackpackItem@RBX@@MBE?AVVector2@G3D@@XZ,
0x100d7a90,0xa,?getC0@AutoJoint@RBX@@QBEABVCoordinateFrame@G3D@@XZ,
0x100d7aa0,0xa,?getC1@AutoJoint@RBX@@QBEABVCoordinateFrame@G3D@@XZ,
0x100d7da0,0x44,?getValue@?$GetSetImpl@P8AutoJoint@RBX@@BEABVCoordinateFrame@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAutoJoint@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@UBE?AVCoordinateFrame@G3D@@PBVDescribedBase@34@@Z,
0x100d7ee0,0x5b,??$getset@P8AutoJoint@RBX@@BEPAVPartInstance@2@XZP812@AEXPAV32@@Z@?$PropDescriptor@VAutoJoint@RBX@@PAVPartInstance@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@PAVPartInstance@RBX@@@Reflection@RBX@@@std@@P8AutoJoint@2@BEPAVPartInstance@2@XZP852@AEXPAV62@@Z@Z,
0x100d7f40,0x5b,??$getset@P8AutoJoint@RBX@@BEABVCoordinateFrame@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAutoJoint@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VCoordinateFrame@G3D@@@Reflection@RBX@@@std@@P8AutoJoint@2@BEABVCoordinateFrame@G3D@@XZP852@AEXABV67@@Z@Z,
0x100d88c0,0x9e,??$?0P8AutoJoint@RBX@@BEABVCoordinateFrame@G3D@@XZP801@AEXABV23@@Z@?$PropDescriptor@VAutoJoint@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@QAE@PBD0P8AutoJoint@2@BEABVCoordinateFrame@G3D@@XZP832@AEXABV45@@ZW4Functionality@PropertyDescriptor@12@@Z,
0x100dab50,0x21,?getTeams@Teams@RBX@@QAE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@XZ,
0x100dad30,0xcf,?getTeamColorForHumanoid@Teams@RBX@@QAE?AVColor3@G3D@@PAVHumanoid@2@@Z,
0x100db250,0x6c,??0?$BoundFuncDesc@VTeams@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@XZ$0A@@Reflection@RBX@@QAE@P8Teams@2@AE?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@XZPBDW4Security@FunctionDescriptor@12@@Z,
0x100db2c0,0x5a,?execute@?$BoundFuncDesc@VTeams@RBX@@$$A6A?AV?$shared_ptr@$$CBV?$vector@V?$shared_ptr@VInstance@RBX@@@boost@@V?$allocator@V?$shared_ptr@VInstance@RBX@@@boost@@@std@@@std@@@boost@@XZ$0A@@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x100db440,0x7,?getAttachmentPoint@Accoutrement@RBX@@QBEABVCoordinateFrame@G3D@@XZ,
0x100db4d0,0x21,?getAttachmentPos@Accoutrement@RBX@@QBE?BVVector3@G3D@@XZ,
0x100db500,0x44,?getAttachmentForward@Accoutrement@RBX@@QBE?BVVector3@G3D@@XZ,
0x100db550,0x19,?getAttachmentUp@Accoutrement@RBX@@QBE?BVVector3@G3D@@XZ,
0x100db570,0x19,?getAttachmentRight@Accoutrement@RBX@@QBE?BVVector3@G3D@@XZ,
0x100db6e0,0x58,?getLocation@Accoutrement@RBX@@MBE?BVCoordinateFrame@G3D@@XZ,
0x100db740,0x55,?getValue@?$GetSetImpl@P8Accoutrement@RBX@@BEABVCoordinateFrame@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAccoutrement@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@UBE?AVCoordinateFrame@G3D@@PBVDescribedBase@34@@Z,
0x100db7e0,0x52,?getValue@?$GetSetImpl@P8Accoutrement@RBX@@BE?BVVector3@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAccoutrement@RBX@@VVector3@G3D@@@Reflection@RBX@@UBE?AVVector3@G3D@@PBVDescribedBase@34@@Z,
0x100dbf70,0x69,??$getset@P8Accoutrement@RBX@@BEABVCoordinateFrame@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAccoutrement@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VCoordinateFrame@G3D@@@Reflection@RBX@@@std@@P8Accoutrement@2@BEABVCoordinateFrame@G3D@@XZP852@AEXABV67@@Z@Z,
0x100dbfe0,0x69,??$getset@P8Accoutrement@RBX@@BE?BVVector3@G3D@@XZP812@AEXABV34@@Z@?$PropDescriptor@VAccoutrement@RBX@@VVector3@G3D@@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VVector3@G3D@@@Reflection@RBX@@@std@@P8Accoutrement@2@BE?BVVector3@G3D@@XZP852@AEXABV67@@Z@Z,
0x100dc500,0xbc,??$?0P8Accoutrement@RBX@@BEABVCoordinateFrame@G3D@@XZP801@AEXABV23@@Z@?$PropDescriptor@VAccoutrement@RBX@@VCoordinateFrame@G3D@@@Reflection@RBX@@QAE@PBD0P8Accoutrement@2@BEABVCoordinateFrame@G3D@@XZP832@AEXABV45@@ZW4Functionality@PropertyDescriptor@12@@Z,
0x100dc5c0,0xbc,??$?0P8Accoutrement@RBX@@BE?BVVector3@G3D@@XZP801@AEXABV23@@Z@?$PropDescriptor@VAccoutrement@RBX@@VVector3@G3D@@@Reflection@RBX@@QAE@PBD0P8Accoutrement@2@BE?BVVector3@G3D@@XZP832@AEXABV45@@ZW4Functionality@PropertyDescriptor@12@@Z,
0x100dda40,0x7d,??$create@VSnap@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VSnap@RBX@@@boost@@PAVJoint@1@@Z,
0x100ddac0,0x7d,??$create@VWeld@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VWeld@RBX@@@boost@@PAVJoint@1@@Z,
0x100ddb40,0x7d,??$create@VGlue@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VGlue@RBX@@@boost@@PAVJoint@1@@Z,
0x100ddbc0,0x7d,??$create@VRotate@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VRotate@RBX@@@boost@@PAVJoint@1@@Z,
0x100ddc40,0x7d,??$create@VRotateP@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VRotateP@RBX@@@boost@@PAVJoint@1@@Z,
0x100ddcc0,0x7d,??$create@VRotateV@RBX@@PAVJoint@2@@?$Creatable@VInstance@RBX@@@RBX@@SA?AV?$shared_ptr@VRotateV@RBX@@@boost@@PAVJoint@1@@Z,
0x100e2110,0x5b,??$getset@P8Explosion@RBX@@BEMXZP812@AEXM@Z@?$PropDescriptor@VExplosion@RBX@@M@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@M@Reflection@RBX@@@std@@P8Explosion@2@BEMXZP852@AEXM@Z@Z,
0x100e2710,0x19c,??RGenericSlotAdapter@?$SignalDescImpl@$01$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@QAEXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z,
0x100e28b0,0x65,??0TSignalInstance@?$TSignalDesc@$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@QAE@PAVSignalSource@23@ABVSignalDescriptor@23@@Z,
0x100e2a90,0xce,??$?0VExplosion@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQExplosion@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100e2d00,0x128,??0?$SignalDesc@VExplosion@RBX@@$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@QAE@PBD00@Z,
0x100e2e30,0x66,?newSignalInstance@?$TSignalDesc@$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@EBEPAVSignalInstance@23@AAVSignalSource@23@@Z,
0x100e3560,0xaf,?fire@?$SignalDescImpl@$01$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@QAEXPAVSignalSource@23@V?$shared_ptr@VInstance@RBX@@@boost@@M@Z,
0x100e3b40,0xdb,?connectGeneric@?$SignalDescImpl@$01$$A6AXV?$shared_ptr@VInstance@RBX@@@boost@@M@Z@Reflection@RBX@@MBE?AVconnection@signals@boost@@PAVSignalInstance@23@PAVGenericSlotWrapper@23@W4connect_position@56@@Z,
0x100e3e30,0x274,?computeLocalCoordinateFrame@Feature@RBX@@QBE?AVCoordinateFrame@G3D@@XZ,
0x100e49e0,0x5b,??$getset@P8VelocityMotor@RBX@@BEPAVHole@2@XZP812@AEXPAV32@@Z@?$PropDescriptor@VVelocityMotor@RBX@@PAVHole@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@PAVHole@RBX@@@Reflection@RBX@@@std@@P8VelocityMotor@2@BEPAVHole@2@XZP852@AEXPAV62@@Z@Z,
0x100e4aa0,0x5b,??$getset@P8Feature@RBX@@BE?AW4NormalId@2@XZP812@AEXW432@@Z@?$PropDescriptor@VFeature@RBX@@W4NormalId@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@W4NormalId@RBX@@@Reflection@RBX@@@std@@P8Feature@2@BE?AW4NormalId@2@XZP852@AEXW462@@Z@Z,
0x100e4b00,0x5b,??$getset@P8Feature@RBX@@BE?AW4TopBottom@12@XZP812@AEXW4312@@Z@?$PropDescriptor@VFeature@RBX@@W4TopBottom@12@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@W4TopBottom@Feature@RBX@@@Reflection@RBX@@@std@@P8Feature@2@BE?AW4TopBottom@52@XZP852@AEXW4652@@Z@Z,
0x100e4b60,0x5b,??$getset@P8Feature@RBX@@BE?AW4LeftRight@12@XZP812@AEXW4312@@Z@?$PropDescriptor@VFeature@RBX@@W4LeftRight@12@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@W4LeftRight@Feature@RBX@@@Reflection@RBX@@@std@@P8Feature@2@BE?AW4LeftRight@52@XZP852@AEXW4652@@Z@Z,
0x100e4bc0,0x5b,??$getset@P8Feature@RBX@@BE?AW4InOut@12@XZP812@AEXW4312@@Z@?$PropDescriptor@VFeature@RBX@@W4InOut@12@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@W4InOut@Feature@RBX@@@Reflection@RBX@@@std@@P8Feature@2@BE?AW4InOut@52@XZP852@AEXW4652@@Z@Z,
0x100e62d0,0x45,?setStringValue@?$EnumPropDescriptor@VFeature@RBX@@W4TopBottom@12@@Reflection@RBX@@UBE_NPAVDescribedBase@23@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100e6560,0x3a,?getStringValue@?$EnumPropDescriptor@VFeature@RBX@@W4LeftRight@12@@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@23@@Z,
0x100e65a0,0x45,?setStringValue@?$EnumPropDescriptor@VFeature@RBX@@W4LeftRight@12@@Reflection@RBX@@UBE_NPAVDescribedBase@23@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100e6830,0x3a,?getStringValue@?$EnumPropDescriptor@VFeature@RBX@@W4InOut@12@@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@23@@Z,
0x100e6870,0x45,?setStringValue@?$EnumPropDescriptor@VFeature@RBX@@W4InOut@12@@Reflection@RBX@@UBE_NPAVDescribedBase@23@ABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100e7090,0xcc,?convertToValue@?$EnumDesc@W4AssertAction@Debugable@RBX@@@Reflection@RBX@@QBE_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAW4AssertAction@Debugable@3@@Z,
0x100e72c0,0x3a,?getStringValue@?$EnumPropDescriptor@VFaceInstance@RBX@@W4NormalId@2@@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@23@@Z,
0x100e8120,0x69,??$getset@P8FlagStand@RBX@@BE?AVBrickColor@2@XZP812@AEXV32@@Z@?$PropDescriptor@VFlagStand@RBX@@VBrickColor@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@VBrickColor@RBX@@@Reflection@RBX@@@std@@P8FlagStand@2@BE?AVBrickColor@2@XZP852@AEXV62@@Z@Z,
0x100e9370,0xe1,?renderForceField@RBX@@YAXV?$shared_ptr@VInstance@RBX@@@boost@@PAVAdorn@1@H@Z,
0x100e9570,0x12f,??$visitDescendents@V?$bind_t@XP6AXV?$shared_ptr@VInstance@RBX@@@boost@@PAVAdorn@RBX@@H@ZV?$list3@V?$arg@$00@boost@@V?$value@PAVAdorn@RBX@@@_bi@2@V?$value@H@42@@_bi@2@@_bi@boost@@@Instance@RBX@@QBEXV?$bind_t@XP6AXV?$shared_ptr@VInstance@RBX@@@boost@@PAVAdorn@RBX@@H@ZV?$list3@V?$arg@$00@boost@@V?$value@PAVAdorn@RBX@@@_bi@2@V?$value@H@42@@_bi@2@@_bi@boost@@@Z,
0x100e9b90,0x16e,?getHitLocationFilterDescendants@GeometryService@RBX@@QAE?AVVector3@G3D@@PAVInstance@2@VRay@4@@Z,
0x100e9f50,0x21,?getLastForce@BodyPosition@RBX@@QAE?AVVector3@G3D@@XZ,
0x100e9f80,0x21,?getLastForce@BodyVelocity@RBX@@QAE?AVVector3@G3D@@XZ,
0x100ea180,0x3d,?getBranchForce@Body@RBX@@QBEABVVector3@G3D@@XZ,
0x100ea3e0,0x3e0,?turn@Rocket@RBX@@AAE?AVVector3@G3D@@PAVBody@2@ABV34@@Z,
0x100eb7c0,0x2c,?getValue@?$BoundPropGetSet@V?$Value@VColor3@G3D@@$1?sColor3Value@RBX@@3PADA@RBX@@@?$BoundProp@VColor3@G3D@@$00@Reflection@RBX@@UBE?AVColor3@G3D@@PBVDescribedBase@34@@Z,
0x100ebfe0,0x5b,??$getset@P8Rocket@RBX@@BEPAVPartInstance@2@XZP812@AEXPAV32@@Z@?$PropDescriptor@VRocket@RBX@@PAVPartInstance@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@PAVPartInstance@RBX@@@Reflection@RBX@@@std@@P8Rocket@2@BEPAVPartInstance@2@XZP852@AEXPAV62@@Z@Z,
0x100ec350,0xce,??$?0VBodyPosition@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyPosition@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ec4f0,0xce,??$?0VBodyVelocity@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyVelocity@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ec890,0xd2,??$?0VRocket@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQRocket@2@VVector3@G3D@@P832@AEXABVPropertyDescriptor@12@@ZW4Functionality@612@@Z,
0x100ecb20,0xce,??$?0VRocket@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQRocket@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100eccc0,0xce,??$?0VBodyGyro@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyGyro@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ecd90,0xce,??$?0VBodyGyro@RBX@@@?$BoundProp@VCoordinateFrame@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyGyro@2@VCoordinateFrame@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ed0e0,0xce,??$?0VBodyForce@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyForce@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ed2b0,0xce,??$?0VBodyThrust@RBX@@@?$BoundProp@VVector3@G3D@@$00@Reflection@RBX@@QAE@PBD0PQBodyThrust@2@VVector3@G3D@@W4Functionality@PropertyDescriptor@12@@Z,
0x100edbf0,0x6c,??0?$BoundFuncDesc@VBodyPosition@RBX@@$$A6A?AVVector3@G3D@@XZ$0A@@Reflection@RBX@@QAE@P8BodyPosition@2@AE?AVVector3@G3D@@XZPBDW4Security@FunctionDescriptor@12@@Z,
0x100edc60,0x66,?execute@?$BoundFuncDesc@VBodyPosition@RBX@@$$A6A?AVVector3@G3D@@XZ$0A@@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x100edcd0,0x6c,??0?$BoundFuncDesc@VBodyVelocity@RBX@@$$A6A?AVVector3@G3D@@XZ$0A@@Reflection@RBX@@QAE@P8BodyVelocity@2@AE?AVVector3@G3D@@XZPBDW4Security@FunctionDescriptor@12@@Z,
0x100edd40,0x66,?execute@?$BoundFuncDesc@VBodyVelocity@RBX@@$$A6A?AVVector3@G3D@@XZ$0A@@Reflection@RBX@@UBEXPAVDescribedBase@23@AAVArguments@FunctionDescriptor@23@@Z,
0x100eef90,0x31,?getValue@?$BoundPropGetSet@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@@?$BoundProp@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$00@Reflection@RBX@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PBVDescribedBase@34@@Z,
0x100eefd0,0x3b,?getValue@?$BoundPropGetSet@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@@?$BoundProp@VCoordinateFrame@G3D@@$00@Reflection@RBX@@UBE?AVCoordinateFrame@G3D@@PBVDescribedBase@34@@Z,
0x100ef0c0,0x6c,??0?$TypedPropertyDescriptor@N@Reflection@RBX@@IAE@AAVClassDescriptor@12@PBD1V?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@N@Reflection@RBX@@@std@@W4Functionality@PropertyDescriptor@12@@Z,
0x100ef130,0x5b,??$getset@P8ObjectValue@RBX@@BEPAVInstance@2@XZP812@AEXPAV32@@Z@?$PropDescriptor@VObjectValue@RBX@@PAVInstance@2@@Reflection@RBX@@SA?AV?$auto_ptr@VGetSet@?$TypedPropertyDescriptor@PAVInstance@RBX@@@Reflection@RBX@@@std@@P8ObjectValue@2@BEPAVInstance@2@XZP852@AEXPAV62@@Z@Z,
0x100f1190,0x50,??1?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@MAE@XZ,
0x100f11e0,0x57,??0?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@IAE@XZ,
0x100f1240,0x1f,??_E?$DescribedCreatable@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@UAEPAXI@Z,
0x100f1290,0x5,??1?$DescribedCreatable@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@UAE@XZ,
0x100f13e0,0x17,?getClassName@?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@RBX@@UBEABVName@2@XZ,
0x100f1400,0x50,??1?$FactoryProduct@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@RBX@@MAE@XZ,
0x100f1450,0x57,??0?$FactoryProduct@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@RBX@@IAE@XZ,
0x100f14c0,0x1f,??_E?$DescribedCreatable@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@RBX@@UAEPAXI@Z,
0x100f1500,0x5,??1?$DescribedCreatable@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@RBX@@UAE@XZ,
0x100f1650,0x17,?getClassName@?$FactoryProduct@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@RBX@@UBEABVName@2@XZ,
0x100f1670,0x50,??1?$FactoryProduct@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@VInstance@2@$1?sCFrameValue@2@3PADA@RBX@@MAE@XZ,
0x100f16c0,0x57,??0?$FactoryProduct@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@VInstance@2@$1?sCFrameValue@2@3PADA@RBX@@IAE@XZ,
0x100f1750,0x5,??1?$DescribedCreatable@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@VInstance@2@$1?sCFrameValue@2@3PADA@RBX@@UAE@XZ,
0x100f18a0,0x17,?getClassName@?$FactoryProduct@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@VInstance@2@$1?sCFrameValue@2@3PADA@RBX@@UBEABVName@2@XZ,
0x100f18c0,0x50,??1?$FactoryProduct@V?$Value@VColor3@G3D@@$1?sColor3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sColor3Value@2@3PADA@RBX@@MAE@XZ,
0x100f1910,0x57,??0?$FactoryProduct@V?$Value@VColor3@G3D@@$1?sColor3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sColor3Value@2@3PADA@RBX@@IAE@XZ,
0x100f19a0,0x5,??1?$DescribedCreatable@V?$Value@VColor3@G3D@@$1?sColor3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sColor3Value@2@3PADA@RBX@@UAE@XZ,
0x100f1af0,0x17,?getClassName@?$FactoryProduct@V?$Value@VColor3@G3D@@$1?sColor3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sColor3Value@2@3PADA@RBX@@UBEABVName@2@XZ,
0x100f1f40,0xfc,??RGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z@Reflection@RBX@@QAEXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,
0x100f2040,0xfb,??RGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVVector3@G3D@@@Z@Reflection@RBX@@QAEXVVector3@G3D@@@Z,
0x100f2140,0xe5,??RGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVCoordinateFrame@G3D@@@Z@Reflection@RBX@@QAEXVCoordinateFrame@G3D@@@Z,
0x100f2230,0xfb,??RGenericSlotAdapter@?$SignalDescImpl@$00$$A6AXVColor3@G3D@@@Z@Reflection@RBX@@QAEXVColor3@G3D@@@Z,
0x100f28b0,0x65,?classDescriptor@?$Described@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@$1?sStringValue@2@3PADAV?$FactoryProduct@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@VInstance@2@$1?sStringValue@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ,
0x100f2920,0xc2,??0?$SignalDesc@V?$Value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$1?sStringValue@RBX@@3PADA@RBX@@$$A6AXV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z@Reflection@RBX@@QAE@PBD0@Z,
0x100f29f0,0x65,?classDescriptor@?$Described@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@$1?sVector3Value@2@3PADAV?$FactoryProduct@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@VInstance@2@$1?sVector3Value@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ,
0x100f2a60,0xc2,??0?$SignalDesc@V?$Value@VVector3@G3D@@$1?sVector3Value@RBX@@3PADA@RBX@@$$A6AXVVector3@G3D@@@Z@Reflection@RBX@@QAE@PBD0@Z,
0x100f2b30,0x65,?classDescriptor@?$Described@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@$1?sCFrameValue@2@3PADAV?$FactoryProduct@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@VInstance@2@$1?sCFrameValue@2@3PADA@2@@Reflection@RBX@@SAAAVClassDescriptor@23@XZ,
0x100f2ba0,0xc2,??0?$SignalDesc@V?$Value@VCoordinateFrame@G3D@@$1?sCFrameValue@RBX@@3PADA@RBX@@$$A6AXVCoordinateFrame@G3D@@@Z@Reflection@RBX@@QAE@PBD0@Z,
